,번호,제목,글쓴이,날짜,조회수,링크
0,1136,2019학년도 2학기 재단법인 울산인재육성재단 장학생 선발 안내,행정실,2019-10-01,2,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12378&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
1,1135,2019학년도 2학기 (재)달서인재육성장학재단 장학생 선발 안내,행정실,2019-10-01,3,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12376&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
2,1134,2019학년도 제6회 (재)수림재단 동교인재상 후보자 선발 안내,행정실,2019-09-30,15,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12367&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
3,1133,2019학년도 금신장학재단 장학생 선발 안내,행정실,2019-09-30,15,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12366&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
4,1132,2019학년도 2학기 이영란장학 신규 장학생 선발 안내,행정실,2019-09-30,17,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12365&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
5,1131,2019년 하반기 전주시 대학생 학자금대출 이자 지원 사업 안내,행정실,2019-09-24,15,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12335&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
6,1130,2019 하나장학생 신청 안내(10.1.(화) 오후 5시까지),행정실,2019-09-20,203,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12316&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
7,1129,2019학년도 2학기 점프장학 신청 안내(~10.03.(목)까지)(기간 연장)                    댓글1개,행정실,2019-09-19,278,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12315&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
8,1128,2019학년도 2학기 재단법인 우덕재단 신규 장학생 선발 안내,행정실,2019-09-19,38,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12309&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
9,1127,2019학년도 2학기 재단법인 심명문화재단 신규 장학생 선발 안내,행정실,2019-09-19,26,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12308&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
10,1126,2019학년도 2학기 은평구민장학재단 장학생 선발 안내,행정실,2019-09-16,25,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12274&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
11,1125,2019학년도 (재)경주시장학회 장학생 선발 안내,행정실,2019-09-10,31,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12272&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
12,1124,2019학년도 제20기 앨트웰민초장학재단 장학생 선발 안내,행정실,2019-09-10,52,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12271&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
13,1123,2019-2학기 경희꿈도전장학 신청안내,행정실,2019-09-10,71,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12265&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
14,1122,2019-2학기 고시장학A 최종합격자 신청안내(~9.11.(수) 12:00PM까지)(연장),행정실,2019-09-06,143,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12250&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=1
15,1121,2018-2학기 경희꿈도전장학 결과발표회 개최 안내,행정실,2019-09-05,18,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12246&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
16,1120,2019학년도 2학기 (재)고속도로장학재단 장학생 선발 안내,행정실,2019-09-02,84,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12210&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
17,1119,2019학년도 (재)포항시장학회 장학생 선발 안내,행정실,2019-09-02,39,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12208&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
18,1118,2019-2학기 고시장학A 최종합격자 신청안내(~9.6.(금) 오후 5시까지),행정실,2019-08-29,217,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12203&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
19,1117,2019-2학기 우정장학(학업장려금) 신청안내,행정실,2019-08-29,198,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12199&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
20,1116,2019학년도 2학기 재단법인 문주장학재단 신규장학생 추천 안내,행정실,2019-08-27,157,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12183&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
21,1115,2019-2학기 복학생·재입학생 우정장학 신청안내,행정실,2019-08-20,152,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12170&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
22,1114,2019학년도 2학기 학자금대출 특별승인 방법 안내,행정실,2019-08-20,37,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12169&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
23,1113,2019-2학기 국가장학금 2차 신청안내,행정실,2019-08-19,95,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12168&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
24,1112,"2018-2학기 경희꿈도전장학 최종 결과발표회 안내(08.13.(화) 14:00, 청운관 201호)",행정실,2019-08-09,95,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12156&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
25,1111,2019학년도 2학기 경영대학 교내장학 선발기준 (성적우수장학),행정실,2019-08-08,544,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12153&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
26,1110,2019학년도 2학기 근로장학생 모집(~8.22(목) 오후 5시까지),행정실,2019-08-07,352,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12150&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
27,1109,2019학년도 2학기 학자금대출 신청 안내,행정실,2019-08-07,73,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12149&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
28,1108,2019-1 점프장학생 선발 결과 공지,행정실,2019-08-05,238,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12141&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
29,1107,2019-2학기 재단법인 양영재단 신규장학생 선발 안내,행정실,2019-07-18,264,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12123&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=2
30,1106,2019학년도 2학기 성보장학회 장학생 선발 안내,행정실,2019-07-10,205,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12100&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
31,1105,2019-2학기 경희목련장학 신청안내,행정실,2019-07-02,344,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12085&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
32,1104,2019-2학기 고시장학A 신청안내,행정실,2019-07-02,551,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12076&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
33,1103,2019학년도 2학기 양천장학회 장학생 선발 안내,행정실,2019-06-25,233,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12055&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
34,1102,2019학년도 2학기 SGI 서울보증기금 동문회 장학생 신청(~7.12),행정실,2019-06-21,339,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12040&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
35,1101,2019학년도 하계 근로장학생 모집(마감),행정실,2019-06-20,237,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12035&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
36,1100,2019학년도 하계 근로장학생 모집,행정실,2019-06-05,426,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12003&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
37,1099,[초록우산 어린이재단]Chubb 에이스 드림 장학생 2기 선발 안내,행정실,2019-06-04,267,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12001&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
38,1098,[마감]2019학년도 1학기 자격증 장학 신청 안내(기간 연장),행정실,2019-05-28,552,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11984&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
39,1097,2019학년도 서울장학재단 서울교환학생장학금 장학생 선발 안내,행정실,2019-05-21,278,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11962&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
40,1096,2019-2학기 교내장학 신청안내,행정실,2019-05-21,880,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11953&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
41,1095,2019-1학기 모자이크장학 신청안내,행정실,2019-05-20,780,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11951&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
42,1094,2019-2학기 국가장학금 1차 신청안내,행정실,2019-05-17,232,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11950&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
43,1093,2019학년도 서울캠퍼스 학부 장학제도 가이드,행정실,2019-05-03,750,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11907&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
44,1092,2019학년도 1학기 자격증 장학 신청 안내,행정실,2019-05-02,590,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11904&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=3
45,1091,(**연장)2019학년도 1학기 점프장학 신청 안내(~4.5(금)까지),행정실,2019-03-29,994,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11784&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
46,1090,2019년 1학기 성남시 대학생 학자금 대출이자 지원 안내,행정실,2019-03-21,97,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11765&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
47,1089,2019 상반기 은평구민 장학생 선발계획 공고,행정실,2019-03-21,153,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11764&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
48,1088,2019학년도 1학기 점프장학 신청 일정 안내(예정),행정실,2019-03-18,385,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11743&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
49,1087,2019-1학기 경희꿈도전장학 설명회 안내(3월 18일(월) 18:00~/청운관 305호),행정실,2019-03-18,222,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11741&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
50,1086,2019-1학기 경희꿈도전장학 신청안내,행정실,2019-03-18,283,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11739&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
51,1085,2019학년도 1학기 재단법인 양진장학재단 장학생 추천자 선발 안내,행정실,2019-03-18,168,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11738&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
52,1084,2019학년도 서울C 재학생 장학참여단 선발안내,행정실,2019-03-13,243,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11727&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
53,1083,[서울][교내]2019-1학기 경희꿈도전장학 설명회 개최,행정실,2019-03-12,99,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11720&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
54,1082,2019학년도 신·편입생 경희형제자매장학 및 경희동문장학 신청안내,행정실,2019-03-11,160,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11718&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
55,1081,2018-1학기 경희꿈도전장학 결과발표회(2차) 개최안내,행정실,2019-03-05,191,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11698&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
56,1080,2019-1학기 우정장학(학업장려금) 신청안내,행정실,2019-02-27,490,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11691&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
57,1079,2019-1학기 신·편입생/재입학생/복학생 우정장학 신청안내,행정실,2019-02-26,314,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11679&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
58,1078,2019학년도 1학기 신용보증기금 경희동문회 장학생 추천(~2.26(화) 오후 1시까지),행정실,2019-02-19,404,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11660&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
59,1077,2019학년도 서울C 교내장학 신청·지급일정 안내,행정실,2019-02-18,521,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11653&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=4
60,1076,2019학년도 1학기 근로장학생 모집 (~2.20(수) 오후 1시까지),행정실,2019-02-12,695,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11642&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
61,1075,2019학년도 1학기 경영대학 교내장학 선발기준 (성적우수장학),행정실,2019-01-31,1149,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11615&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
62,1074,점프장학생 선발 결과 공지,행정실,2019-01-28,648,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11606&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
63,1073,2019학년도 1학기 재단법인 문주장학재단 신규장학생 추천,행정실,2019-01-25,430,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11595&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
64,1072,2019-1학기 매원장학재단 장학생 추천자 선발 안내,행정실,2019-01-22,372,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11588&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
65,1071,2019학년도 1학기 경희목련장학 신청안내,행정실,2019-01-21,691,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11587&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
66,1070,2019-1학기 고시장학A 신청안내,행정실,2019-01-18,657,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11579&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
67,1069,2019-1학기 성음문화재단 장학생 추천자 선발 안내,행정실,2019-01-18,270,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11578&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
68,1068,2019-1학기 예은장학재단 장학생 추천자 선발 안내,행정실,2019-01-18,284,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11577&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
69,1067,2019학년도 1학기 학자금대출 특별추천 방법 안내,행정실,2019-01-17,178,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11572&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
70,1066,2019학년도 1학기 학자금대출 신청 안내,행정실,2019-01-16,109,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11570&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
71,1065,2019학년도 홀트아동복지회 장학생 추천자 선발 안내,행정실,2019-01-15,203,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11567&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
72,1064,2019학년도 1학기 농어촌출신대학생 학자금융자 신청 안내,행정실,2019-01-11,136,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11558&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
73,1063,★2019-1학기 교내장학 추가신청 안내(~1.14(월)까지),행정실,2019-01-07,534,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11551&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
74,1062,2018학년도 2학기 공학융합인재장학 및 학술인재장학 신청 공고(12.26일~31일),행정실,2018-12-11,298,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11514&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=5
75,1061,2018학년도 동계 근로장학생 모집(~12.24(월) 오후 1시까지),행정실,2018-12-05,786,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11500&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
76,1060,2019학년도 1학기 (재)삼일장학회 장학생 추천자 선발 안내(선발기한 변경),행정실,2018-11-28,483,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11484&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
77,1059,2018-2학기 CHEER-UP장학 신청안내,행정실,2018-11-27,868,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11483&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
78,1058,2018-2학기 모자이크장학 신청안내(수정),행정실,2018-11-21,959,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11468&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
79,1057,2019학년도 제11회 이수병장학생 선발 안내,행정실,2018-11-20,339,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11466&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
80,1056,2019-1학기 교내장학 신청안내,행정실,2018-11-20,990,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11465&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
81,1055,2019학년도 1학기 국가장학금 1차 신청 안내,행정실,2018-11-20,362,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11464&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
82,1054,2019학년도 S&T장학재단 제6기 장학생 추천자 선발 안내,행정실,2018-11-19,331,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11457&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
83,1053,2018학년도 2학기 고졸 후 학습자 장학금(희망사다리 Ⅱ유형) 3차 신청 안내,행정실,2018-11-15,183,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11452&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
84,1052,2019학년도 하이트진로홀딩스㈜ 장학생 선발 안내,행정실,2018-11-08,428,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11436&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
85,1051,2018학년도 (재)서울장학재단 [유영아 학업 장학금] 장학생 선발 안내,행정실,2018-11-08,228,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11435&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
86,1050,2019학년도 (재)행복영도장학회 제10회 장학생 선발 안내,행정실,2018-11-06,223,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11423&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
87,1049,2019학년도 관정이종환교육재단 장학생 추천자 선발 안내,행정실,2018-11-06,212,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11422&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
88,1048,2018-2학기 인송문화재단 장학생 추천자 선발 안내,행정실,2018-10-26,235,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11373&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
89,1047,2018-2학기 금샘문화재단 장학생 추천자 선발 안내(수정),행정실,2018-10-19,262,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11348&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=6
90,1046,「2019학년도 아름다운재단 대학생 교육비 지원사업」 장학생 선발 안내,행정실,2018-10-18,259,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11342&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
91,1045,2019학년도 아산사회복지재단 성적우수장학생 추천자 선발 안내,행정실,2018-10-18,263,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11339&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
92,1044,2018학년도 2학기 자격증 장학 신청 안내(수정),행정실,2018-10-15,1043,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11329&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
93,1043,2018-2학기 장학통합설명회(학생맞춤형 장학상담 포함) 개최안내,행정실,2018-10-05,263,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11301&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
94,1042,2018학년도 제15회 안중근 의사 장학생 선발 안내,행정실,2018-09-28,257,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11267&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
95,1041,2018 하나장학생 신청 접수기한(10.4(목) 오전 10시까지),행정실,2018-09-27,1113,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11260&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
96,1040,2018-2학기 경희꿈도전장학 시행계획 일부변경에 따른 장학신청안내,행정실,2018-09-18,300,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11238&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
97,1039,2018학년도 2학기 태성장학회 장학생 선발 안내,행정실,2018-09-12,292,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11209&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
98,1038,2019학년도 미래인재육성재단 장학생 선발 안내(9.20(목) 오후 1시까지),행정실,2018-09-07,348,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11192&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
99,1037,2018-2 점프장학 시행 및 일정 안내,행정실,2018-09-07,910,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11189&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
100,1036,2017-2학기 경희꿈도전장학 결과발표회 안내,행정실,2018-09-05,199,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11167&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
101,1035,2018학년도 2학기 경희꿈도전장학 신청안내,행정실,2018-09-05,216,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11166&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
102,1034,2018-2학기 고시장학A 최종합격자 신청안내(~9.7(금) 오후 5시까지),행정실,2018-08-31,491,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11133&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
103,1033,2018학년도 제19기 앨트웰민초장학재단 장학생 선발 안내,행정실,2018-08-31,186,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11132&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
104,1032,2018-2학기 우정장학(학업장려금) 신청안내,행정실,2018-08-28,405,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11112&sca=%EC%9E%A5%ED%95%99%EC%95%88%EB%82%B4&page=7
