,번호,캠퍼스,제목,글쓴이,날짜,조회수,링크
148,223,서울,[후마니타스칼리지] 2016 세계 평화주간 행사 안내,후마니타스칼리지(서울),2016-09-12,572,https://www.khu.ac.kr/kor/notice/detail.do?seq=107100&page=15&category=EVENT
149,222,공통,"[2016 사색동화(4色同化) 콘서트 with 김태우,...",평화의전당,2016-09-05,791,https://www.khu.ac.kr/kor/notice/detail.do?seq=107031&page=15&category=EVENT
150,221,공통,"제128회 정기문화답사 안내-영산강문화의 개방성, 영산...",중앙박물관,2016-09-02,304,https://www.khu.ac.kr/kor/notice/detail.do?seq=107018&page=16&category=EVENT
151,220,공통,[신사들의 품격] 티켓 40%할인안내,평화의전당,2016-08-29,713,https://www.khu.ac.kr/kor/notice/detail.do?seq=106953&page=16&category=EVENT
152,219,서울,현대건설 드림빌딩 프로젝트(여대생 참여),학생지원처 여학생과(서울),2016-08-22,2112,https://www.khu.ac.kr/kor/notice/detail.do?seq=106895&page=16&category=EVENT
153,218,국제,[입학처] 입학사정관 모의면접 워크숍 지원자 모집,입학처(국제),2016-08-17,597,https://www.khu.ac.kr/kor/notice/detail.do?seq=106847&page=16&category=EVENT
154,217,서울,[후마니타스 교양교육연구소] 제8회 교양교육 학술 심포...,교양교육연구소,2016-08-12,523,https://www.khu.ac.kr/kor/notice/detail.do?seq=106816&page=16&category=EVENT
155,216,공통,창업 아이디어 경진대회 공고,공학교육혁신센터,2016-08-12,360,https://www.khu.ac.kr/kor/notice/detail.do?seq=106815&page=16&category=EVENT
156,215,공통,용인 핀테크 이노베이션 1기 모집,공학교육혁신센터,2016-08-12,396,https://www.khu.ac.kr/kor/notice/detail.do?seq=106814&page=16&category=EVENT
157,214,공통,공자아카데미 제4회 대학생 중국 현·당대 문학작품 번역...,공자아카데미,2016-08-01,531,https://www.khu.ac.kr/kor/notice/detail.do?seq=106699&page=16&category=EVENT
158,213,서울,[후마니타스칼리지 인문정보센터] 제8회 독서모임 안내,교양교육연구소,2016-07-08,657,https://www.khu.ac.kr/kor/notice/detail.do?seq=106495&page=16&category=EVENT
159,212,공통,제127회 정기문화답사 안내-극락왕생의 염원! 석굴,중앙박물관,2016-07-04,382,https://www.khu.ac.kr/kor/notice/detail.do?seq=106446&page=16&category=EVENT
160,211,공통,"‘2016 민주야, 여행가자‘참가 학생 모집",학생지원센터 학생지원팀(서울),2016-06-16,1094,https://www.khu.ac.kr/kor/notice/detail.do?seq=106334&page=17&category=EVENT
161,210,서울,[후마니타스칼리지 인문정보센터] 제7회 독서모임 안내,교양교육연구소,2016-06-14,587,https://www.khu.ac.kr/kor/notice/detail.do?seq=106309&page=17&category=EVENT
162,209,국제,2016학년도 하계학생프로그램 계획(수정안) 공지,학생지원처 학생지원과(국제),2016-06-10,1365,https://www.khu.ac.kr/kor/notice/detail.do?seq=106294&page=17&category=EVENT
163,208,국제,내일로 기차 사업 모집공고(추가),학생지원처 학생지원과(국제),2016-06-10,794,https://www.khu.ac.kr/kor/notice/detail.do?seq=106293&page=17&category=EVENT
164,207,공통,제126회 정기문화답사 안내-해수관음의 성지를 찾아서,중앙박물관,2016-06-07,333,https://www.khu.ac.kr/kor/notice/detail.do?seq=106252&page=17&category=EVENT
165,206,공통,[생활과학대학]2016학년도 의상학과 졸업작품패션쇼 개...,생활과학대학,2016-05-24,502,https://www.khu.ac.kr/kor/notice/detail.do?seq=106169&page=17&category=EVENT
166,205,서울,[법학전문대학원] 제4회 무료법률상담부스 '여기Law'...,법학전문대학원,2016-05-23,554,https://www.khu.ac.kr/kor/notice/detail.do?seq=106156&page=17&category=EVENT
167,204,서울,[공연안내-5/23(월)~5/26(목)]2016 Kyu...,무용학부,2016-05-20,980,https://www.khu.ac.kr/kor/notice/detail.do?seq=106141&page=17&category=EVENT
168,203,공통,2016 제3회 창의적 아이디어 및 디자인 경진대회,지식창업교육센터,2016-05-17,680,https://www.khu.ac.kr/kor/notice/detail.do?seq=106123&page=17&category=EVENT
169,202,국제,2016 창업 토크콘서트 개최,창업보육센터(국제),2016-05-16,410,https://www.khu.ac.kr/kor/notice/detail.do?seq=106107&page=17&category=EVENT
170,201,공통,제125회 정기문화답사 안내-천공(天空)을 바라보는 와...,중앙박물관,2016-05-02,424,https://www.khu.ac.kr/kor/notice/detail.do?seq=106031&page=18&category=EVENT
171,200,국제,국제학생증 VIVA G 체크카드 무료 발급 이벤트 안내,학생지원센터[제증명](국제),2016-04-29,974,https://www.khu.ac.kr/kor/notice/detail.do?seq=106018&page=18&category=EVENT
172,199,서울,[중앙도서관 제47회 작은음악회] 음악이 있는 봄의 순...,중앙도서관(서울),2016-04-26,472,https://www.khu.ac.kr/kor/notice/detail.do?seq=105997&page=18&category=EVENT
173,198,서울,[후마니타스칼리지 인문정보센터] 제6회 독서모임 안내,교양교육연구소,2016-04-06,875,https://www.khu.ac.kr/kor/notice/detail.do?seq=105868&page=18&category=EVENT
174,197,공통,"제124회 정기문화답사 안내-바위에 새긴 백제의 미소,...",중앙박물관,2016-04-04,386,https://www.khu.ac.kr/kor/notice/detail.do?seq=105844&page=18&category=EVENT
175,196,공통,2016 지식창업트랙 홍보서포터즈 모집,지식창업교육센터,2016-03-25,544,https://www.khu.ac.kr/kor/notice/detail.do?seq=105802&page=18&category=EVENT
176,195,서울,[학생생활연구소] 대인관계향상을 위한 자기이해 프로그램,심리상담연구소(서울),2016-03-16,502,https://www.khu.ac.kr/kor/notice/detail.do?seq=105736&page=18&category=EVENT
177,194,공통,"제123회 정기문화답사 안내-문화의 회귀적 감성, 전탑",중앙박물관,2016-03-10,398,https://www.khu.ac.kr/kor/notice/detail.do?seq=105679&page=18&category=EVENT
178,193,공통,UNAI ASPIRE Kyung Hee 8기 신입기수 ...,글로벌봉사팀,2016-03-07,705,https://www.khu.ac.kr/kor/notice/detail.do?seq=105639&page=18&category=EVENT
179,192,서울,입학처] 2016 학생부종합전형 3자멘토링프로그램 <재...,입학처(서울),2016-03-04,820,https://www.khu.ac.kr/kor/notice/detail.do?seq=105622&page=18&category=EVENT
180,191,공통,2016-1 관악구토요글세상나들이멘토링 9기모집(~3/...,글로벌봉사팀,2016-02-24,548,https://www.khu.ac.kr/kor/notice/detail.do?seq=105523&page=19&category=EVENT
181,190,국제,경기도문화의 전당 Book & Talk Concert...,중앙도서관(국제),2016-02-17,607,https://www.khu.ac.kr/kor/notice/detail.do?seq=105425&page=19&category=EVENT
182,189,서울,제7회 교양교육 학술 심포지엄,교양교육연구소,2016-02-16,395,https://www.khu.ac.kr/kor/notice/detail.do?seq=105417&page=19&category=EVENT
183,188,공통,2016년 공자아카데미 중국국비유학생 설명회 및 중국 ...,공자아카데미,2016-02-12,533,https://www.khu.ac.kr/kor/notice/detail.do?seq=105367&page=19&category=EVENT
184,187,공통,공자아카데미 2월 중국어 겨울방학 특강 강사 및 강의실...,공자아카데미,2016-02-12,388,https://www.khu.ac.kr/kor/notice/detail.do?seq=105364&page=19&category=EVENT
185,186,공통,[GSC]2016-1학기 재활승마봉사단 모집,글로벌봉사팀,2016-02-04,420,https://www.khu.ac.kr/kor/notice/detail.do?seq=105320&page=19&category=EVENT
186,185,서울,매경미디어그룹 동영상 콘테스트,대외협력처(서울),2016-02-04,321,https://www.khu.ac.kr/kor/notice/detail.do?seq=105314&page=19&category=EVENT
187,184,공통,[GSC]토요글세상나들이멘토링 기획단모집,글로벌봉사팀,2016-02-01,366,https://www.khu.ac.kr/kor/notice/detail.do?seq=105267&page=19&category=EVENT
188,183,공통,공자아카데미 2016년 2월 중국어 겨울방학 특강 안내,공자아카데미,2016-01-21,488,https://www.khu.ac.kr/kor/notice/detail.do?seq=105200&page=19&category=EVENT
189,182,공통,[국제지역연구원] 제4회 환동해 국제심포지엄 개최 안내,국제지역연구원,2016-01-21,324,https://www.khu.ac.kr/kor/notice/detail.do?seq=105192&page=19&category=EVENT
190,181,공통,[국제지역연구원] 중남미연구소 심포지움 개최,국제지역연구원,2016-01-20,380,https://www.khu.ac.kr/kor/notice/detail.do?seq=105180&page=20&category=EVENT
191,180,공통,제122회 정기문화답사 안내-목멱대왕이 지킨 한양의 남...,중앙박물관,2016-01-20,301,https://www.khu.ac.kr/kor/notice/detail.do?seq=105174&page=20&category=EVENT
192,179,공통,공자아카데미 1월 중국어 겨울방학 특강 강사 및 강의실...,공자아카데미,2016-01-14,375,https://www.khu.ac.kr/kor/notice/detail.do?seq=105137&page=20&category=EVENT
193,178,공통,공자아카데미 2016년 1월 중국어 겨울방학 특강 시...,공자아카데미,2015-12-21,796,https://www.khu.ac.kr/kor/notice/detail.do?seq=104979&page=20&category=EVENT
194,177,공통,2015 경희사랑의몰래산타 참가자추가모집(~12/17금...,글로벌봉사팀,2015-12-17,414,https://www.khu.ac.kr/kor/notice/detail.do?seq=104967&page=20&category=EVENT
195,176,공통,"경희대학교 송년회 Magnolia 2015 (목련회의,...",대외협력처(서울),2015-12-11,738,https://www.khu.ac.kr/kor/notice/detail.do?seq=104913&page=20&category=EVENT
196,175,서울,"[여학생과]남녀공감 심통 워크숍(의사소통,리더쉽) 신청...",학생지원처 여학생과(서울),2015-12-02,546,https://www.khu.ac.kr/kor/notice/detail.do?seq=104822&page=20&category=EVENT
197,174,서울,경희대학교 사회적 경제 창업경연대회 1차 서류심사 통과...,창업보육센터(서울),2015-11-19,565,https://www.khu.ac.kr/kor/notice/detail.do?seq=104746&page=20&category=EVENT
198,173,국제,"'드레포스'에서 '스포츠마케팅, 창업과 취업의 중심에서...",학생지원처 학생지원과(국제),2015-11-19,454,https://www.khu.ac.kr/kor/notice/detail.do?seq=104742&page=20&category=EVENT
199,172,국제,환동해·독도 아카데미 NH농협카드 기금전달식,국제지역연구원,2015-11-12,321,https://www.khu.ac.kr/kor/notice/detail.do?seq=104703&page=20&category=EVENT
200,171,공통,[국제지역연구원] 2015 동북아시아지역자치단체연합(N...,국제지역연구원,2015-11-10,584,https://www.khu.ac.kr/kor/notice/detail.do?seq=104687&page=21&category=EVENT
201,170,공통,2015 무용학부 창작공연(Young Choreogra...,무용학부,2015-11-09,429,https://www.khu.ac.kr/kor/notice/detail.do?seq=104681&page=21&category=EVENT
202,169,공통,2015 개인정보보호 개선과제 발굴 공모전,정보처,2015-11-09,301,https://www.khu.ac.kr/kor/notice/detail.do?seq=104679&page=21&category=EVENT
203,168,공통,공자아카데미 11~12월 강사 및 강의실 배정 안내,공자아카데미,2015-11-06,299,https://www.khu.ac.kr/kor/notice/detail.do?seq=104666&page=21&category=EVENT
204,167,서울,서울시민대학 <내삶속의 인문학> 수강생 모집,후마니타스칼리지(서울),2015-11-05,396,https://www.khu.ac.kr/kor/notice/detail.do?seq=104662&page=21&category=EVENT
205,166,공통,"2015년 경희대학교 공자아카데미 ""제 5회 대학생 중...",공자아카데미,2015-11-04,429,https://www.khu.ac.kr/kor/notice/detail.do?seq=104658&page=21&category=EVENT
206,165,공통,경희대학교 사회적 경제 창업경연대회 개최,창업보육센터(서울),2015-11-03,363,https://www.khu.ac.kr/kor/notice/detail.do?seq=104643&page=21&category=EVENT
207,164,공통,"제121회 정기문화답사 안내-단군의 하늘 아래, 우리의...",중앙박물관,2015-11-03,285,https://www.khu.ac.kr/kor/notice/detail.do?seq=104639&page=21&category=EVENT
208,163,공통,[무료공개강의] <프레젠테이션 스킬> <스피치 커뮤니케...,언론정보대학원,2015-10-29,523,https://www.khu.ac.kr/kor/notice/detail.do?seq=104609&page=21&category=EVENT
209,162,공통,2015년 경희대학교 공자아카데미 주최 “제1회 중국 ...,공자아카데미,2015-10-26,522,https://www.khu.ac.kr/kor/notice/detail.do?seq=104582&page=21&category=EVENT
210,161,공통,2015 경희사랑의몰래산타 기획단 모집(~11/1까지),글로벌봉사팀,2015-10-21,476,https://www.khu.ac.kr/kor/notice/detail.do?seq=104553&page=22&category=EVENT
211,160,공통,[국제지역연구원] 2015 HK 국제학술회의 개최안내,국제지역연구원,2015-10-20,345,https://www.khu.ac.kr/kor/notice/detail.do?seq=104545&page=22&category=EVENT
212,159,공통,[국제지역연구원] 2015 IGA 국제학술회의 개최안내,국제지역연구원,2015-10-20,249,https://www.khu.ac.kr/kor/notice/detail.do?seq=104544&page=22&category=EVENT
213,158,공통,"""경희대 학생을 위한 HSK 응시료 할인!""",공자아카데미,2015-10-14,609,https://www.khu.ac.kr/kor/notice/detail.do?seq=104520&page=22&category=EVENT
214,157,공통,"경희대학교 공자아카데미 주최 ""2015년 제1회 고등...",공자아카데미,2015-10-14,645,https://www.khu.ac.kr/kor/notice/detail.do?seq=104518&page=22&category=EVENT
215,156,공통,경희대 공자아카데미 중국어강의시간표(11-12월) 안내...,공자아카데미,2015-10-12,401,https://www.khu.ac.kr/kor/notice/detail.do?seq=104499&page=22&category=EVENT
216,155,공통,제120회 정기문화답사 안내-조선을 호령한 여장부들,중앙박물관,2015-10-05,368,https://www.khu.ac.kr/kor/notice/detail.do?seq=104461&page=22&category=EVENT
217,154,공통,제7회 다문화가족축제 ‘다문화어울림 한마당’ 자원봉사...,글로벌봉사팀,2015-10-02,447,https://www.khu.ac.kr/kor/notice/detail.do?seq=104449&page=22&category=EVENT
218,153,국제,[국제지역연구원] 제6차 환동해포럼 개최 안내,국제지역연구원,2015-09-21,402,https://www.khu.ac.kr/kor/notice/detail.do?seq=104396&page=22&category=EVENT
219,152,공통,Peace BAR Festival 2015 바츨라프 하...,미래문명원,2015-09-19,598,https://www.khu.ac.kr/kor/notice/detail.do?seq=104391&page=22&category=EVENT
220,151,공통,Peace BAR Festival 2015 공모전 개최...,미래문명원,2015-09-14,4881,https://www.khu.ac.kr/kor/notice/detail.do?seq=104348&page=23&category=EVENT
221,150,서울,언론정보대학원 <출판세미나> 특강 안내,언론정보대학원,2015-09-07,362,https://www.khu.ac.kr/kor/notice/detail.do?seq=104278&page=23&category=EVENT
222,149,공통,제3회 UNAI ASPIRE Kyung Hee Peac...,글로벌봉사팀,2015-09-07,610,https://www.khu.ac.kr/kor/notice/detail.do?seq=104269&page=23&category=EVENT
223,148,공통,제119회 정기문화답사 안내-세계의 품 안에서 꽃피는 ...,중앙박물관,2015-09-02,390,https://www.khu.ac.kr/kor/notice/detail.do?seq=104234&page=23&category=EVENT
224,147,공통,[GSC] 경희평화박람회 참가자 모집,글로벌봉사팀,2015-09-01,426,https://www.khu.ac.kr/kor/notice/detail.do?seq=104227&page=23&category=EVENT
225,146,공통,서울지역대학 최고 창업동아리 선발대회,창업보육센터(서울),2015-08-28,411,https://www.khu.ac.kr/kor/notice/detail.do?seq=104193&page=23&category=EVENT
226,145,공통,제4회 「내 카메라속의 중국 - 중국풍물 사진 공모전」,공자아카데미,2015-08-26,417,https://www.khu.ac.kr/kor/notice/detail.do?seq=104165&page=23&category=EVENT
227,144,공통,ICT 융복합 아이디어 공모전 및 캡스톤디자인 페어 안...,연구처(국제),2015-08-24,374,https://www.khu.ac.kr/kor/notice/detail.do?seq=104147&page=23&category=EVENT
228,143,공통,2015 <아빠 인문학> 아카데미 운영 및 신청 안내,후마니타스칼리지(서울),2015-08-20,468,https://www.khu.ac.kr/kor/notice/detail.do?seq=104120&page=23&category=EVENT
229,142,공통,경희대 공자아카데미 중국어강의시간표(9-10월) 안내,공자아카데미,2015-08-12,627,https://www.khu.ac.kr/kor/notice/detail.do?seq=104076&page=23&category=EVENT
230,141,공통,"[중앙박물관]제118회 정기문화답사 안내-겸재의 한양,...",중앙박물관,2015-08-03,400,https://www.khu.ac.kr/kor/notice/detail.do?seq=103998&page=24&category=EVENT
231,140,공통,2015 인성교육 교사포럼 개최 안내,교육대학원,2015-07-21,424,https://www.khu.ac.kr/kor/notice/detail.do?seq=103893&page=24&category=EVENT
232,139,공통,공자아카데미 여름방학 단기 중국어 강좌 안내!(8월),공자아카데미,2015-07-15,703,https://www.khu.ac.kr/kor/notice/detail.do?seq=103844&page=24&category=EVENT
233,138,공통,[중앙박물관]제117회 정기문화답사 안내-조선 왕실의 ...,중앙박물관,2015-07-01,432,https://www.khu.ac.kr/kor/notice/detail.do?seq=103745&page=24&category=EVENT
234,137,서울,<생협>초복 삼계탕 사전예약 실시,소비자생활협동조합,2015-06-29,704,https://www.khu.ac.kr/kor/notice/detail.do?seq=103730&page=24&category=EVENT
235,136,공통,"경희대학교 공자아카데미 주최 ""제3회 대학생 중국 현...",공자아카데미,2015-06-23,766,https://www.khu.ac.kr/kor/notice/detail.do?seq=103704&page=24&category=EVENT
236,135,서울,제18회 경희대학교 대학생 창업경연대회 최종 수상자 공...,창업보육센터(서울),2015-06-17,630,https://www.khu.ac.kr/kor/notice/detail.do?seq=103650&page=24&category=EVENT
237,134,공통,공자아카데미 여름방학 단기 중국어 강좌 안내!(7월)...,공자아카데미,2015-06-16,569,https://www.khu.ac.kr/kor/notice/detail.do?seq=103640&page=24&category=EVENT
238,133,공통,2015年 한일 국교 정상화 50주년 초대 특별전 <아...,혜정박물관,2015-06-04,636,https://www.khu.ac.kr/kor/notice/detail.do?seq=103539&page=24&category=EVENT
239,132,공통,[GSC]2015 하계 캄보디아 단기해외봉사단 모집(~...,글로벌봉사팀,2015-06-02,1099,https://www.khu.ac.kr/kor/notice/detail.do?seq=103516&page=24&category=EVENT
240,131,공통,[중앙박물관]제117회 정기문화답사 안내-조선 왕실의 ...,중앙박물관,2015-06-01,341,https://www.khu.ac.kr/kor/notice/detail.do?seq=103506&page=25&category=EVENT
241,130,공통,경희봉사단 여름 내일로 봉사여행,학생지원센터 학생지원팀(서울),2015-05-28,1556,https://www.khu.ac.kr/kor/notice/detail.do?seq=103475&page=25&category=EVENT
242,129,공통,[국제개발협력센터] KOICA LCPP 사업 이해관계자...,국제개발협력연구센터,2015-05-27,603,https://www.khu.ac.kr/kor/notice/detail.do?seq=103472&page=25&category=EVENT
243,128,서울,(감사인사)2015 무용학부 발전기금(장학금)모금 바자...,무용학부,2015-05-22,352,https://www.khu.ac.kr/kor/notice/detail.do?seq=103436&page=25&category=EVENT
244,127,공통,[경희지구사회봉사단]2015 청양국내봉사단 4기모집(~...,글로벌봉사팀,2015-05-21,497,https://www.khu.ac.kr/kor/notice/detail.do?seq=103428&page=25&category=EVENT
245,126,서울,[중앙도서관 제46회 작은음악회] 여름으로 가는 음악산...,중앙도서관(서울),2015-05-20,386,https://www.khu.ac.kr/kor/notice/detail.do?seq=103422&page=25&category=EVENT
246,125,서울,제18회 경희대학교 대학생 창업경연대회 개최,창업보육센터(서울),2015-05-19,473,https://www.khu.ac.kr/kor/notice/detail.do?seq=103407&page=25&category=EVENT
247,124,서울,(공연)2015 Kyung Hee Repertory D...,무용학부,2015-05-15,577,https://www.khu.ac.kr/kor/notice/detail.do?seq=103397&page=25&category=EVENT
248,123,공통,[생활과학대학]2015학년도 의상학과 졸업작품패션쇼 개...,생활과학대학,2015-05-11,455,https://www.khu.ac.kr/kor/notice/detail.do?seq=103353&page=25&category=EVENT
249,122,공통,[중앙박물관] 2015년도 세시이벤트 단오부채 <여름이...,중앙박물관,2015-05-07,409,https://www.khu.ac.kr/kor/notice/detail.do?seq=103336&page=25&category=EVENT
250,121,서울,(공연)2015 무용학부 레퍼토리 공연 안내,무용학부,2015-05-07,369,https://www.khu.ac.kr/kor/notice/detail.do?seq=103332&page=26&category=EVENT
251,120,공통,[중앙박물관]제116회 정기문화답사 안내-풍류를 노래한...,중앙박물관,2015-05-01,548,https://www.khu.ac.kr/kor/notice/detail.do?seq=103310&page=26&category=EVENT
252,119,공통,[개그 쇼타임 콘서트] 티켓 50%할인안내,평화의전당,2015-04-27,701,https://www.khu.ac.kr/kor/notice/detail.do?seq=103267&page=26&category=EVENT
253,118,공통,경희대 공자아카데미 중국어강의시간표(5-6월) 안내,공자아카데미,2015-04-17,565,https://www.khu.ac.kr/kor/notice/detail.do?seq=103223&page=26&category=EVENT
254,117,서울,(행사)5/21(목)~5/22(금) 무용학부 발전기금(...,무용학부,2015-04-15,460,https://www.khu.ac.kr/kor/notice/detail.do?seq=103199&page=26&category=EVENT
255,116,공통,KOICA-KHU 몽골 해외현장활동 모집,국제개발협력연구센터,2015-04-13,1302,https://www.khu.ac.kr/kor/notice/detail.do?seq=103187&page=26&category=EVENT
256,115,공통,<기획이란 무엇인가> 저자 - 길영로 창조공학연구소장 ...,언론정보대학원,2015-04-07,550,https://www.khu.ac.kr/kor/notice/detail.do?seq=103155&page=26&category=EVENT
257,114,공통,"[중앙박물관]제115회 정기문화답사 안내-전쟁의 기억,...",중앙박물관,2015-04-06,319,https://www.khu.ac.kr/kor/notice/detail.do?seq=103142&page=26&category=EVENT
258,113,서울,[글로벌센터] 외국인 유학생 조기적응 프로그램 참가자 ...,외국인지원팀,2015-03-30,524,https://www.khu.ac.kr/kor/notice/detail.do?seq=103104&page=26&category=EVENT
259,112,공통,"""주한중국대사 초청 특강"" 안내",공자아카데미,2015-03-27,509,https://www.khu.ac.kr/kor/notice/detail.do?seq=103093&page=26&category=EVENT
260,111,서울,외국인 유학생 조기적응 프로그램 참가자 모집,외국인지원팀,2015-03-24,450,https://www.khu.ac.kr/kor/notice/detail.do?seq=103079&page=27&category=EVENT
261,110,서울,[추가모집] Global Buddy 프로그램 참가자 모...,외국인지원팀,2015-03-17,905,https://www.khu.ac.kr/kor/notice/detail.do?seq=103033&page=27&category=EVENT
262,109,공통,청춘 이어달리기 안내,학생지원센터 학생지원팀(서울),2015-03-09,974,https://www.khu.ac.kr/kor/notice/detail.do?seq=102966&page=27&category=EVENT
263,108,공통,[중앙박물관]제114회 정기문화답사 안내 - 국난극복을...,중앙박물관,2015-03-06,421,https://www.khu.ac.kr/kor/notice/detail.do?seq=102955&page=27&category=EVENT
264,107,공통,제6회 경희가족바둑축제 (재학생 수상자- 장학금 지급),경희대학교 총동문회,2015-03-05,541,https://www.khu.ac.kr/kor/notice/detail.do?seq=102939&page=27&category=EVENT
265,106,공통,UNAI ASPIRE Kyung Hee 모집(~3/13...,글로벌봉사팀,2015-03-03,771,https://www.khu.ac.kr/kor/notice/detail.do?seq=102917&page=27&category=EVENT
266,105,공통,2015학년도 1학기 학점인정 창업스쿨 강좌 개설,창업보육센터(서울),2015-03-03,456,https://www.khu.ac.kr/kor/notice/detail.do?seq=102915&page=27&category=EVENT
267,104,공통,경희대 공자아카데미 중국어강의시간표(3-4월) 안내,공자아카데미,2015-02-13,899,https://www.khu.ac.kr/kor/notice/detail.do?seq=102798&page=27&category=EVENT
268,103,서울,<생협>짐캐리(이사짐 운반 트럭) 운행 및 이용 안내,소비자생활협동조합,2015-02-06,761,https://www.khu.ac.kr/kor/notice/detail.do?seq=102747&page=27&category=EVENT
269,102,공통,바이오헬스 연계협력 워크숍 안내,산학협력단(국제),2015-01-30,529,https://www.khu.ac.kr/kor/notice/detail.do?seq=102697&page=27&category=EVENT
270,101,공통,국제학술세미나 - “서원 및 기타 문명 고대 교육기관...,공자아카데미,2015-01-13,444,https://www.khu.ac.kr/kor/notice/detail.do?seq=102572&page=28&category=EVENT
271,100,공통,공자아카데미 2015년 장학생 모집 요강,공자아카데미,2015-01-07,1457,https://www.khu.ac.kr/kor/notice/detail.do?seq=102543&page=28&category=EVENT
272,99,서울,[학생생활연구소] 2014년도 동계방학 심리검사 안내,심리상담연구소(서울),2015-01-06,480,https://www.khu.ac.kr/kor/notice/detail.do?seq=102529&page=28&category=EVENT
273,98,공통,공자아카데미 겨울방학 중국어 무료 특강!!!!!,공자아카데미,2014-12-30,1030,https://www.khu.ac.kr/kor/notice/detail.do?seq=102504&page=28&category=EVENT
274,97,공통,경희대학교 공자아카데미 국제학술세미나 - “서원 및 기...,공자아카데미,2014-12-22,548,https://www.khu.ac.kr/kor/notice/detail.do?seq=102451&page=28&category=EVENT
275,96,공통,YB&바비킴 콘서트 [동시상영] 티켓 50%할인,평화의전당,2014-12-16,1684,https://www.khu.ac.kr/kor/notice/detail.do?seq=102416&page=28&category=EVENT
276,95,서울,제17회 경희대학교 대학생 창업경연대회 수상자 공지,창업보육센터(서울),2014-12-12,723,https://www.khu.ac.kr/kor/notice/detail.do?seq=102387&page=28&category=EVENT
277,94,공통,스포츠마케팅 세미나 안내,학생지원처 학생지원과(국제),2014-12-04,1660,https://www.khu.ac.kr/kor/notice/detail.do?seq=102323&page=28&category=EVENT
278,93,공통,"""중국현당대문학작품번역세미나 - 한국 내 중국어번역의 ...",공자아카데미,2014-12-03,378,https://www.khu.ac.kr/kor/notice/detail.do?seq=102314&page=28&category=EVENT
279,92,서울,제17회 경희대학교 대학생 창업경연대회 1차 서류심사 ...,창업보육센터(서울),2014-12-03,472,https://www.khu.ac.kr/kor/notice/detail.do?seq=102301&page=28&category=EVENT
280,91,서울,[입학처] 2015학년도 수시 입학생 OT 안내,입학처(서울),2014-12-02,1551,https://www.khu.ac.kr/kor/notice/detail.do?seq=102290&page=29&category=EVENT
281,90,서울,2014학년도 무용학부 창작공연 안내,무용학부,2014-11-21,425,https://www.khu.ac.kr/kor/notice/detail.do?seq=102232&page=29&category=EVENT
282,89,국제,경희대학교 공자아카데미 중국음식문화체험으로 여러분을 초...,공자아카데미,2014-11-20,571,https://www.khu.ac.kr/kor/notice/detail.do?seq=102225&page=29&category=EVENT
283,88,서울,<생협>생협과 함께 하는 티타임!,소비자생활협동조합,2014-11-20,428,https://www.khu.ac.kr/kor/notice/detail.do?seq=102223&page=29&category=EVENT
284,87,공통,[교육사업추진단]2014 경희교육포럼 안내,교육사업추진단,2014-11-20,340,https://www.khu.ac.kr/kor/notice/detail.do?seq=102221&page=29&category=EVENT
285,86,공통,[미술관] 경희대학교 미술대학 46회 졸업전시에 초대합...,미술대학,2014-11-12,950,https://www.khu.ac.kr/kor/notice/detail.do?seq=102170&page=29&category=EVENT
286,85,서울,제 17회 경희대학교 대학생 창업경연대회 개최,창업보육센터(서울),2014-11-12,521,https://www.khu.ac.kr/kor/notice/detail.do?seq=102167&page=29&category=EVENT
287,84,공통,캄보디아 앙코르 와트 및 경희대학교 농촌개발현장 답사 ...,중앙박물관,2014-11-05,1047,https://www.khu.ac.kr/kor/notice/detail.do?seq=102108&page=29&category=EVENT
288,83,서울,[일반대학원 공연예술학과] 융합퍼포먼스「The Spac...,무용학부,2014-11-05,406,https://www.khu.ac.kr/kor/notice/detail.do?seq=102105&page=29&category=EVENT
289,82,공통,[ACE]학생 공모전 시상식 및 우수사례 발표회 안내,교육사업추진단,2014-11-04,438,https://www.khu.ac.kr/kor/notice/detail.do?seq=102095&page=29&category=EVENT
290,81,공통,제111회 정기문화답사 안내-민심에 부는 변화의 바람,중앙박물관,2014-11-03,326,https://www.khu.ac.kr/kor/notice/detail.do?seq=102090&page=30&category=EVENT
291,80,서울,[중앙도서관]조인원 총장과 함께 하는 Book Talk...,중앙도서관(서울),2014-11-03,404,https://www.khu.ac.kr/kor/notice/detail.do?seq=102079&page=30&category=EVENT
292,79,공통,"삼성과 함께하는 경희 평화콘서트 ""경희인을 주인공으로 ...",평화의전당,2014-10-30,1064,https://www.khu.ac.kr/kor/notice/detail.do?seq=102059&page=30&category=EVENT
293,78,공통,"""연천 전곡리 구석기 축제""개막식 경희대학교 특별공연",평화의전당,2014-10-30,418,https://www.khu.ac.kr/kor/notice/detail.do?seq=102057&page=30&category=EVENT
294,77,공통,"공자아카데미 ""서예작품 감상 및 경필서예의 지름길"" 특...",공자아카데미,2014-10-28,341,https://www.khu.ac.kr/kor/notice/detail.do?seq=102038&page=30&category=EVENT
295,76,공통,[ACE] K-CESA 진단 평가 대회 개최 안내,교육사업추진단,2014-10-27,362,https://www.khu.ac.kr/kor/notice/detail.do?seq=102021&page=30&category=EVENT
296,75,공통,[융합교육지원센터] 2014-2학기 경희 융합교육 대토...,융합교육지원센터,2014-10-24,437,https://www.khu.ac.kr/kor/notice/detail.do?seq=102007&page=30&category=EVENT
