,번호,캠퍼스,제목,글쓴이,날짜,조회수,링크
297,74,공통,[융합교육지원센터] Ig Nobel Festival 개...,융합교육지원센터,2014-10-23,490,https://www.khu.ac.kr/kor/notice/detail.do?seq=102005&page=30&category=EVENT
298,73,서울,[법과대학] 영국 Kent University Law ...,법과대학,2014-10-21,573,https://www.khu.ac.kr/kor/notice/detail.do?seq=101990&page=30&category=EVENT
299,72,공통,경희대학교 공자아카데미 제4회 대학생 중국어 토론대회 ...,공자아카데미,2014-10-15,498,https://www.khu.ac.kr/kor/notice/detail.do?seq=101956&page=30&category=EVENT
300,71,공통,경희대학교 공자아카데미 제2회 중국가요대회 안내,공자아카데미,2014-10-14,422,https://www.khu.ac.kr/kor/notice/detail.do?seq=101935&page=31&category=EVENT
301,70,공통,"[ACE]""2014년 학부교육 실태조사""",교육사업추진단,2014-10-07,341,https://www.khu.ac.kr/kor/notice/detail.do?seq=101907&page=31&category=EVENT
302,69,공통,제110회 정기문화답사 안내 - 소중화의 길,중앙박물관,2014-10-06,368,https://www.khu.ac.kr/kor/notice/detail.do?seq=101894&page=31&category=EVENT
303,68,공통,[ACE사업] 참여후기 학생공모전,교육사업추진단,2014-09-29,478,https://www.khu.ac.kr/kor/notice/detail.do?seq=101848&page=31&category=EVENT
304,67,공통,"""경희대학교 공자아카데미의 날""에 여러분을 초대합니다....",공자아카데미,2014-09-25,553,https://www.khu.ac.kr/kor/notice/detail.do?seq=101827&page=31&category=EVENT
305,66,서울,2014학년도 2학기 Culture Encounter ...,국제교류처(서울),2014-09-22,869,https://www.khu.ac.kr/kor/notice/detail.do?seq=101808&page=31&category=EVENT
306,65,공통,"[ACE] 경희대학교 ""2014년 학부교육 실태조사""",교육사업추진단,2014-09-15,769,https://www.khu.ac.kr/kor/notice/detail.do?seq=101756&page=31&category=EVENT
307,64,공통,[ACE] 학부교육 선도대학 육성사업(ACE) 참여후기...,교육사업추진단,2014-09-12,620,https://www.khu.ac.kr/kor/notice/detail.do?seq=101734&page=31&category=EVENT
308,63,서울,[학생생활연구소] MBTI 성격유형검사 워크샵 프로그램...,심리상담연구소(서울),2014-09-04,491,https://www.khu.ac.kr/kor/notice/detail.do?seq=101705&page=31&category=EVENT
309,62,공통,"경희대학교 공자아카데미 ""제3회 “내 카메라속의 중국”...",공자아카데미,2014-09-03,664,https://www.khu.ac.kr/kor/notice/detail.do?seq=101682&page=31&category=EVENT
310,61,공통,"경희대학교 공자아카데미 ""제1회 중국 고전시가 낭송대회...",공자아카데미,2014-09-02,482,https://www.khu.ac.kr/kor/notice/detail.do?seq=101674&page=32&category=EVENT
311,60,공통,제109회 정기문화답사 안내 - 이상향에 대한 동상이몽...,중앙박물관,2014-09-02,380,https://www.khu.ac.kr/kor/notice/detail.do?seq=101666&page=32&category=EVENT
312,59,서울,제5회 경희가족 바둑축제 참가안내_장학금 지급,경희대학교 총동문회,2014-09-01,525,https://www.khu.ac.kr/kor/notice/detail.do?seq=101663&page=32&category=EVENT
313,58,공통,Peace BAR Festival 2014 자원봉사단 ...,미래문명원,2014-08-29,925,https://www.khu.ac.kr/kor/notice/detail.do?seq=101638&page=32&category=EVENT
314,57,공통,Peace BAR Festival 2014 공모전 개최...,미래문명원,2014-08-21,1931,https://www.khu.ac.kr/kor/notice/detail.do?seq=101571&page=32&category=EVENT
315,56,서울,<생협>한가위 귀향버스 운행 안내,소비자생활협동조합,2014-08-21,965,https://www.khu.ac.kr/kor/notice/detail.do?seq=101570&page=32&category=EVENT
316,55,서울,[학생생활연구소] MBTI 대인관계와 의사소통 워크샵 ...,심리상담연구소(서울),2014-08-19,481,https://www.khu.ac.kr/kor/notice/detail.do?seq=101547&page=32&category=EVENT
317,54,서울,인류사회재건연구원 기획패널,인류사회재건연구원,2014-08-14,400,https://www.khu.ac.kr/kor/notice/detail.do?seq=101531&page=32&category=EVENT
318,53,국제,2014 경희대학교 스포츠산업 창업지원센터 창업 교육생...,연구처(국제),2014-08-12,708,https://www.khu.ac.kr/kor/notice/detail.do?seq=101514&page=32&category=EVENT
319,52,공통,[중앙박물관] 제108회 정기문화답사 안내 - 호국과 ...,중앙박물관,2014-08-04,459,https://www.khu.ac.kr/kor/notice/detail.do?seq=101448&page=32&category=EVENT
320,51,공통,[석학초청특강]귀뚜라미의 소통(疏通)과 지식의 통섭(統...,미래문명원,2014-07-18,681,https://www.khu.ac.kr/kor/notice/detail.do?seq=101365&page=33&category=EVENT
321,50,공통,제8회 교육발전포럼 - 교사공동체와 혁신학교,교육대학원,2014-07-16,444,https://www.khu.ac.kr/kor/notice/detail.do?seq=101355&page=33&category=EVENT
322,49,국제,2014학년도 2학기 우정원 생활멘토 층장 모집,우정원,2014-07-16,758,https://www.khu.ac.kr/kor/notice/detail.do?seq=101346&page=33&category=EVENT
323,48,공통,[중앙박물관] 제107회 정기문화답사 안내 - 검수(黔...,중앙박물관,2014-07-02,591,https://www.khu.ac.kr/kor/notice/detail.do?seq=101270&page=33&category=EVENT
324,47,공통,2014 ACE Global Youth Leaders...,미래문명원,2014-06-26,1911,https://www.khu.ac.kr/kor/notice/detail.do?seq=101241&page=33&category=EVENT
325,46,서울,[교내모집] 2014 하계 캄보디아 해외봉사단 모집,글로벌봉사팀,2014-06-13,2344,https://www.khu.ac.kr/kor/notice/detail.do?seq=101137&page=33&category=EVENT
326,45,공통,2014 이스탄불 프로젝트(타이완 탐방) 모집 안내,후마니타스 칼리지,2014-06-11,2285,https://www.khu.ac.kr/kor/notice/detail.do?seq=101112&page=33&category=EVENT
327,44,공통,제106회 정기문화답사 안내 - 신(神)에서 인간(人間...,중앙박물관,2014-06-09,677,https://www.khu.ac.kr/kor/notice/detail.do?seq=101073&page=33&category=EVENT
328,43,공통,[교내모집] 2014 청양 행복마을 프로젝트 국내봉사단...,글로벌봉사팀,2014-05-29,963,https://www.khu.ac.kr/kor/notice/detail.do?seq=101036&page=33&category=EVENT
329,42,서울,<생협>학생식당 신메뉴 공모전 겸 요리경연대회 학생심사...,소비자생활협동조합,2014-05-26,739,https://www.khu.ac.kr/kor/notice/detail.do?seq=101020&page=33&category=EVENT
330,41,서울,한국세계지역학회-경희사이버대학교 공동학술대회,인류사회재건연구원,2014-05-22,455,https://www.khu.ac.kr/kor/notice/detail.do?seq=100988&page=34&category=EVENT
331,40,서울,<생협>천연화장품 만들기 2번째 시간 - 수분크림&스킨,소비자생활협동조합,2014-05-21,616,https://www.khu.ac.kr/kor/notice/detail.do?seq=100979&page=34&category=EVENT
332,39,서울,<생협>생협과 함께 하는 커피 탐험,소비자생활협동조합,2014-05-13,800,https://www.khu.ac.kr/kor/notice/detail.do?seq=100915&page=34&category=EVENT
333,38,서울,"2014 [경희대,단국대,서강대] 3개 대학 중점연구소...",인류사회재건연구원,2014-05-12,1722,https://www.khu.ac.kr/kor/notice/detail.do?seq=100903&page=34&category=EVENT
334,37,서울,2014학년도 1학기 무용학부 레퍼토리 공연 안내,무용학부,2014-05-09,567,https://www.khu.ac.kr/kor/notice/detail.do?seq=100890&page=34&category=EVENT
335,36,공통,[중앙박물관] 제105회 정기문화답사 안내,중앙박물관,2014-05-07,458,https://www.khu.ac.kr/kor/notice/detail.do?seq=100866&page=34&category=EVENT
336,35,서울,제16회 경희대학교 대학생 창업경연대회,창업보육센터(서울),2014-05-07,660,https://www.khu.ac.kr/kor/notice/detail.do?seq=100865&page=34&category=EVENT
337,34,서울,<안내>2014식객 - 학생식당 신메뉴 등록 공모전 겸...,소비자생활협동조합,2014-05-01,699,https://www.khu.ac.kr/kor/notice/detail.do?seq=100849&page=34&category=EVENT
338,33,공통,[미래문명원]석학초청특강 개최 안내,미래문명원,2014-04-25,664,https://www.khu.ac.kr/kor/notice/detail.do?seq=100818&page=34&category=EVENT
339,32,서울,[생협] 무료 샘플링 행사-청운관 앞마당,소비자생활협동조합,2014-04-25,731,https://www.khu.ac.kr/kor/notice/detail.do?seq=100813&page=34&category=EVENT
340,31,서울,<생협>봄 생산지 체험 안내,소비자생활협동조합,2014-04-24,449,https://www.khu.ac.kr/kor/notice/detail.do?seq=100799&page=35&category=EVENT
341,30,서울,<생협>월드컵 D-50이벤트,소비자생활협동조합,2014-04-15,1050,https://www.khu.ac.kr/kor/notice/detail.do?seq=100754&page=35&category=EVENT
342,29,서울,[공연 할인] 연극 / 가족뮤지컬 할인 안내,소비자생활협동조합,2014-04-14,994,https://www.khu.ac.kr/kor/notice/detail.do?seq=100740&page=35&category=EVENT
343,28,서울,[미술관] 경희대학교미술관_365아트로드展 초대합니다.,미술대학,2014-04-11,871,https://www.khu.ac.kr/kor/notice/detail.do?seq=100737&page=35&category=EVENT
344,27,서울,[미술관] 경희대학교미술관_Spectrum Of Obj...,미술대학,2014-04-11,586,https://www.khu.ac.kr/kor/notice/detail.do?seq=100736&page=35&category=EVENT
345,26,서울,<생협>천연화장품 만들기 워크샵 안내,소비자생활협동조합,2014-03-31,684,https://www.khu.ac.kr/kor/notice/detail.do?seq=100654&page=35&category=EVENT
346,25,공통,제104회 정기문화답사 안내 - 한국사 대전환의 현장에...,중앙박물관,2014-03-31,481,https://www.khu.ac.kr/kor/notice/detail.do?seq=100653&page=35&category=EVENT
347,24,서울,월드프렌즈 IT봉사단 설명회 개최,글로벌봉사팀,2014-03-25,831,https://www.khu.ac.kr/kor/notice/detail.do?seq=100626&page=35&category=EVENT
348,23,공통,[미래문명원]미래고등교육 포럼 개최 안내,미래문명원,2014-03-21,595,https://www.khu.ac.kr/kor/notice/detail.do?seq=100600&page=35&category=EVENT
349,22,서울,[취업ㆍ인턴십] 경영대학 『Career Day 2014...,경영대학,2014-03-18,1145,https://www.khu.ac.kr/kor/notice/detail.do?seq=100582&page=35&category=EVENT
350,21,서울,<생협>학생식당 모니터링 요원 모집 안내,소비자생활협동조합,2014-03-18,762,https://www.khu.ac.kr/kor/notice/detail.do?seq=100577&page=36&category=EVENT
351,20,공통,[문화충전프로그램] 영화<노아>시사회 선정자 공지,대외협력처 홍보실,2014-03-14,1084,https://www.khu.ac.kr/kor/notice/detail.do?seq=100552&page=36&category=EVENT
352,19,서울,[KUMA미술관] 20140318_창작집단 [그냥] 2...,미술대학,2014-03-11,776,https://www.khu.ac.kr/kor/notice/detail.do?seq=100534&page=36&category=EVENT
353,18,서울,"[안내] 교내 IT 기기 렌탈 ""빌리샘"" 개강 이벤트",소비자생활협동조합,2014-03-11,660,https://www.khu.ac.kr/kor/notice/detail.do?seq=100532&page=36&category=EVENT
354,17,서울,<생협>조합원 가입안내,소비자생활협동조합,2014-03-06,661,https://www.khu.ac.kr/kor/notice/detail.do?seq=100486&page=36&category=EVENT
355,16,공통,제103회 정기문화답사 안내 - 한국사의 첫장을 걸어보...,중앙박물관,2014-03-05,597,https://www.khu.ac.kr/kor/notice/detail.do?seq=100479&page=36&category=EVENT
356,15,공통,[문화충전프로그램] 영화 <노아>시사회 신청 안내,대외협력처 홍보실,2014-03-05,826,https://www.khu.ac.kr/kor/notice/detail.do?seq=100475&page=36&category=EVENT
357,14,국제,신입생 오리엔테이션 안내문,학생지원처 학생지원과(국제),2014-02-19,3091,https://www.khu.ac.kr/kor/notice/detail.do?seq=100363&page=36&category=EVENT
358,13,공통,[인류사회재건연구원 콜로키움] 문학작품 속의 한국정치,인류사회재건연구원,2014-02-17,659,https://www.khu.ac.kr/kor/notice/detail.do?seq=100330&page=36&category=EVENT
359,12,공통,제4회 교양교육 학술심포지엄 안내,후마니타스 칼리지,2014-02-14,649,https://www.khu.ac.kr/kor/notice/detail.do?seq=100321&page=36&category=EVENT
360,11,서울,<생협>짐캐리 운행 안내,소비자생활협동조합,2014-02-07,952,https://www.khu.ac.kr/kor/notice/detail.do?seq=100256&page=37&category=EVENT
361,10,공통,2013 교육수월성제고를 위한 포럼 개최 안내,교육사업추진단,2014-02-03,622,https://www.khu.ac.kr/kor/notice/detail.do?seq=100221&page=37&category=EVENT
362,9,공통,대학생이 바라본「대학교육역량강화사업」대토론회 안내,교육사업추진단,2014-01-29,742,https://www.khu.ac.kr/kor/notice/detail.do?seq=100194&page=37&category=EVENT
363,8,서울,<긴급>설 귀향버스 출발 및 집결장소 변경 안내,소비자생활협동조합,2014-01-28,818,https://www.khu.ac.kr/kor/notice/detail.do?seq=100184&page=37&category=EVENT
364,7,서울,<공지> 설 연휴 생협 매장 운영 시간 안내,소비자생활협동조합,2014-01-27,601,https://www.khu.ac.kr/kor/notice/detail.do?seq=100182&page=37&category=EVENT
365,6,공통,경희대학교 중앙박물관 특별전 <경희한의학의 전통과 미래...,중앙박물관,2014-01-21,1072,https://www.khu.ac.kr/kor/notice/detail.do?seq=100155&page=37&category=EVENT
366,5,서울,<생협>설 귀향/귀경버스 출발-도착 장소 및 현장예매 ...,소비자생활협동조합,2014-01-14,1346,https://www.khu.ac.kr/kor/notice/detail.do?seq=100101&page=37&category=EVENT
367,4,서울,미래문명원 설문조사 사은품 수령 안내,미래문명원,2014-01-06,1608,https://www.khu.ac.kr/kor/notice/detail.do?seq=100050&page=37&category=EVENT
368,3,공통,[2014년 1월 6일-10일] 2014년 동계 지젝 ...,관리자,2014-01-03,2646,https://www.khu.ac.kr/kor/notice/detail.do?seq=100034&page=37&category=EVENT
369,2,공통,[연극영화학과] 2013 겨울정기공연 개최!!,관리자,2014-01-03,1340,https://www.khu.ac.kr/kor/notice/detail.do?seq=100033&page=37&category=EVENT
