,번호,제목,글쓴이,날짜,조회수,링크
0,157,2019학년도 겨울학기 단기현장실습 안내,행정실,2019-09-23,166,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12326&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
1,156,2019학년도 2학기 동계 해외현장실습 설명회 안내,행정실,2019-09-17,102,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12296&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
2,155,2019 미국 현장실습 설명회 안내(10/8 화요일),행정실,2019-09-05,160,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12240&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
3,154,장기현장실습 및 기타 상담운영 안내 [7월 & 8월],행정실,2019-06-27,531,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12071&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
4,153,[급] 대한지방행정공제회 2019년 하계 대학생 체험형 인턴 모집,행정실,2019-06-27,335,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12067&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
5,152,2019-2학기 장기현장실습 안내-해외,행정실,2019-06-26,733,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12062&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
6,151,2019-2학기 장기현장실습 안내,행정실,2019-06-26,607,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12061&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
7,150,2019 NAVER 대학생 재무 캠프,행정실,2019-06-19,482,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12034&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
8,149,[필참] 2019-여름 현장실습 대비 SNS마케팅 특강,행정실,2019-06-14,283,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12024&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
9,148,[긴급] 현장실습 sms수신 점검,행정실,2019-06-14,290,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12023&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
10,147,2019학년도 하계 인천항만공사 산학협력 단기현장실습 참가자 선발 안내,행정실,2019-06-11,418,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12010&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
11,146,[긴급] (주) 더엘스타 현장실습  인원 1명 급구 - 8주,행정실,2019-06-07,242,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=12007&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
12,145,[수정-긴급]오비맥주 2019-여름 단기현장실습 관련 공지사항,행정실,2019-05-29,550,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11987&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
13,144,2019-여름 단기현장실습 관련 공지사항 (5/21일 17:00 현재),행정실,2019-04-26,1792,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11886&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
14,143,2019학년도 하계 경영대학 전공연수 및 현장실습 모집 안내(미국 캘리포니아) 서류지원 5월 3일 17:00…,행정실,2019-04-15,1203,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11839&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=1
15,142,2019 상반기 미국J1인턴십 안내,행정실,2019-04-15,405,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11835&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
16,141,2019-1학기 해외현장실습 진행절차 메뉴얼정리,행정실,2019-04-12,806,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11834&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
17,140,2019년 하계 해외현장실습 설명회(필참),행정실,2019-03-21,736,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11760&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
18,139,현장실습 | 2019 하계 해외현장실습 진행절차 안내 现场实习| 2019夏季海外现场实习公告,행정실,2019-03-20,1495,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11759&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
19,138,현장실습 | 2019학년도 여름학기 단기현장실습 안내(2019年 暑假 短期现场实习通知),행정실,2019-03-20,1059,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11757&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
20,137,경영대학 2019-여름 현장실습 규정 요약 공지,행정실,2019-03-19,495,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11753&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
21,136,[참고] 현장실습 결과 보고 - 동영상 7편,행정실,2019-03-05,252,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11700&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
22,135,2019-2 산업현장 견학 : 스마트공장자동화산업전(코엑스),행정실,2019-03-05,221,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11699&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
23,134,"꿈-디자인, 취업, 창업, 현장실습, 생활관리 관련 상담 시작",행정실,2019-03-05,215,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11697&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
24,133,[수정] 2019-1 산업현장 견학 : 통계청(대전) 및 스마트공장자동화산업전(코엑스),행정실,2019-02-11,527,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11639&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
25,132,2019 미국인턴쉽 안내,행정실,2019-02-08,526,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11631&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
26,131,2019 Hanjin Intermodal America Inc. 인턴,행정실,2019-02-08,309,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11630&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
27,130,2019 MakeShopNcompany 인턴,행정실,2019-02-08,208,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11629&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
28,129,2019 GrandBK 인턴,행정실,2019-02-08,217,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11628&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
29,128,2019 Absolute NY 인턴,행정실,2019-02-08,208,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11627&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=2
30,127,Reedexhibition 글로벌 전시회사에서 1년 인턴(계약직) 모집,행정실,2019-01-28,200,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11599&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
31,126,2019-1 장기현장실습 : 오비맥주 정보 - 한상호교수 상담 환영,행정실,2019-01-25,461,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11598&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
32,125,2019-1학기 주식회사코엑스 장기현장실습 안내,행정실,2019-01-23,290,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11593&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
33,124,"2019-1 장기현장실습, 2019-1 단기현장실습관련 상담 시작 - 한상호교수",행정실,2019-01-21,513,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11584&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
34,123,미국 기업 인턴쉽 모집,행정실,2018-12-28,559,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11540&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
35,122,2019-1학기 장기현장실습 안내-해외,행정실,2018-12-24,722,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11531&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
36,121,2019-1학기 장기현장실습 시행 안내,행정실,2018-12-24,746,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11530&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
37,120,[자료 및 공지사항 배포-3] 현장실습 준비를 위한 SNS마케팅 교육 (10분전까지 입실 요망),행정실,2018-12-21,412,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11528&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
38,119,[자료 및 공지사항 배포-2] 현장실습 준비를 위한 SNS마케팅 교육 (10분전까지 입실 요망),행정실,2018-12-21,446,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11527&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
39,118,[자료 및 공지사항 배포-1] 현장실습 준비를 위한 SNS마케팅 교육 (10분전까지 입실 요망),행정실,2018-12-21,384,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11526&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
40,117,2019년 상반기 프로젝트인턴 모집,행정실,2018-12-18,437,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11519&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
41,116,*현장실습 4주 남1명 긴급모집*,행정실,2018-12-11,722,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11513&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
42,115,"현장실습 준비를 위한 SNS마케팅 교육 (12/22(토) 13:00~ 3시간, 111호)",행정실,2018-12-04,587,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11499&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
43,114,LA 미국 현장실습 추가 모집 및 설명회 진행,행정실,2018-11-27,503,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11477&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
44,113,[긴급공지 : 11.26 17:00 현재] 2018-2 단기현장실습관련 기업 매칭,행정실,2018-11-23,773,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11472&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=3
45,112,2018 기획재정부 소셜미디어 기자단 모집,행정실,2018-11-16,273,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11453&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
46,111,2018학년도 동계 경영대학 산학협력 중국청도현장실습 프로그램(~16일까지 서류연장),행정실,2018-11-14,292,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11446&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
47,110,2018 LA현장실습 설명회 안내,행정실,2018-11-12,243,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11442&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
48,109,[11.16 16:00 현재] 2018-2 단기현장실습 기업 매칭 현황 공지,행정실,2018-11-09,1054,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11437&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
49,108,2018학년도 동계 경영대학 LA현장실습 모집 요강(~11월30일 마감),행정실,2018-11-08,538,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11434&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
50,107,2019학년도 1학기 경영대학 뉴욕장기현장실습 모집 요강(~11/23일마감),행정실,2018-11-08,472,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11433&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
51,106,2018학년도 동계 경영대학 뉴욕현장실습 모집 요강(~11월 23일 마감),행정실,2018-11-08,313,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11432&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
52,105,2018-2 단기현장실습 기업요약 공지 - 선착순 한상호교수님께 상담 및 면접,행정실,2018-11-06,638,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11424&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
53,104,2018학년도 동계 경영대학 산학협력 중국청도현장실습,행정실,2018-11-02,247,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11408&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
54,103,2018 뉴욕현장실습 설명회 안내(11/8),행정실,2018-10-25,273,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11367&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
55,102,2018-2 겨울 단기 현장실습 8주과정 신청 - 선착순 접수 (한상호교수님 상담 필),행정실,2018-10-25,1128,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11365&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
56,101,2018-겨울학기 해외 단기현장실습 기간 변경사항 안내 （2018寒假海外短期现场实习 实习时间变更通知）,행정실,2018-10-19,448,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11351&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
57,100,"사회적기업 이해, BM (판로개척포함) 및 한국사회적기업진흥원 취업 성공사례 설명회",행정실,2018-10-19,224,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11349&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
58,99,2018 동계 해외현장실습 진행절차 안내(서류제출 메일주소 수정)2018冬季海外现场实习相关变更通知（提交材料邮…,행정실,2018-10-12,1379,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11321&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
59,98,2018 동계 뉴욕현장실습 설명회 안내(10/10),행정실,2018-10-05,597,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11300&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=4
60,97,2018 동계 외국인 유학생 대상 현장실습 설명회 안내(10/11)[2018冬季 外国人留学生 现场实习说明会 …,행정실,2018-10-05,444,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11299&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=5
61,96,[J1인턴십]2018 한국계 항공사 미주 본사 예약과/회원 관리 부서 인턴 모집,행정실,2018-10-05,368,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11296&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=5
62,95,경희대학교 LINC+사업단 2018-2학기 학생지원 프로그램 설명회 안내,행정실,2018-10-04,294,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11294&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=5
63,94,2018 한국계 항공사 미주 본사 예약과/회원 관리 부서 인턴 모집,행정실,2018-10-04,174,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11290&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=5
64,93,2018학년도 겨울학기 단기현장실습 안내(2018年 寒假 短期现场实习通知),행정실,2018-09-14,3153,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11221&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=5
65,92,2018 하계 단기현장실습 실습지원비 안내（2018 夏季 短期现场实习 实习支援费 公告）,행정실,2018-09-13,276,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11215&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=5
66,91,2018 하반기 미국J1인턴십 안내,행정실,2018-07-02,550,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=11183&sca=%ED%98%84%EC%9E%A5%EC%8B%A4%EC%8A%B5&page=5
