,번호,캠퍼스,제목,글쓴이,날짜,조회수,링크
679,157,서울,2015학년도 고려대학교 하계계절학기 학점교류 안내,후마니타스칼리지(서울),2015-05-11,667,https://www.khu.ac.kr/kor/notice/detail.do?seq=103358&page=68&category=CREDIT
680,156,국제,2015학년도 하계계절학기 숙명여자대학교 학점교류 안내,교무처 학사지원과(국제),2015-05-08,343,https://www.khu.ac.kr/kor/notice/detail.do?seq=103339&page=69&category=CREDIT
681,155,서울,2015학년도 숙명여자대학교 하계계절학기 학점교류 안내,후마니타스칼리지(서울),2015-05-07,500,https://www.khu.ac.kr/kor/notice/detail.do?seq=103337&page=69&category=CREDIT
682,154,국제,2015학년도 하계계절학기 평택대학교 학점교류 안내,교무처 학사지원과(국제),2015-05-06,260,https://www.khu.ac.kr/kor/notice/detail.do?seq=103328&page=69&category=CREDIT
683,153,국제,2015학년도 하계계절학기 상명대학교 학점교류 안내,교무처 학사지원과(국제),2015-05-06,322,https://www.khu.ac.kr/kor/notice/detail.do?seq=103326&page=69&category=CREDIT
684,152,국제,2015학년도 하계계절학기 한양대학교 학점교류 안내,교무처 학사지원과(국제),2015-05-04,392,https://www.khu.ac.kr/kor/notice/detail.do?seq=103316&page=69&category=CREDIT
685,151,서울,2015학년도 한국교원대학교 하계계절학기 학점교류 안내,후마니타스칼리지(서울),2015-05-04,332,https://www.khu.ac.kr/kor/notice/detail.do?seq=103315&page=69&category=CREDIT
686,150,서울,2015학년도 상명대학교 하계계절학기 학점교류 안내,후마니타스칼리지(서울),2015-05-04,408,https://www.khu.ac.kr/kor/notice/detail.do?seq=103313&page=69&category=CREDIT
687,149,국제,2015학년도 하계계절학기 국민대학교 학점교류 안내,교무처 학사지원과(국제),2015-04-28,340,https://www.khu.ac.kr/kor/notice/detail.do?seq=103282&page=69&category=CREDIT
688,148,국제,2015학년도 하계계절학기 동국대학교 학점교류 안내,교무처 학사지원과(국제),2015-04-28,321,https://www.khu.ac.kr/kor/notice/detail.do?seq=103281&page=69&category=CREDIT
689,147,국제,2015학년도 하계계절학기 가천대학교 학점교류 안내,교무처 학사지원과(국제),2015-04-27,347,https://www.khu.ac.kr/kor/notice/detail.do?seq=103274&page=69&category=CREDIT
690,146,서울,2015학년도 국민대학교 하계계절학기 학점교류 안내,후마니타스칼리지(서울),2015-04-27,464,https://www.khu.ac.kr/kor/notice/detail.do?seq=103266&page=70&category=CREDIT
691,145,서울,2015학년도 동국대학교 하계계절학기 학점교류 안내,후마니타스칼리지(서울),2015-04-27,485,https://www.khu.ac.kr/kor/notice/detail.do?seq=103264&page=70&category=CREDIT
692,144,서울,2015학년도 제주대학교 하계계절학기 학점교류 안내,후마니타스칼리지(서울),2015-04-23,1262,https://www.khu.ac.kr/kor/notice/detail.do?seq=103250&page=70&category=CREDIT
693,143,국제,2015학년도 하계계절학기 제주대학교 학점교류 안내,교무처 학사지원과(국제),2015-04-23,466,https://www.khu.ac.kr/kor/notice/detail.do?seq=103247&page=70&category=CREDIT
694,142,국제,2015학년도 하계계절학기 서울대학교 학점교류 안내,교무처 학사지원과(국제),2015-04-21,394,https://www.khu.ac.kr/kor/notice/detail.do?seq=103235&page=70&category=CREDIT
695,141,국제,2015학년도 하계계절학기 건국대학교 학점교류 안내,교무처 학사지원과(국제),2015-04-21,358,https://www.khu.ac.kr/kor/notice/detail.do?seq=103234&page=70&category=CREDIT
696,140,서울,2015학년도 서울대학교 하계계절학기 학점교류 안내,후마니타스칼리지(서울),2015-04-20,552,https://www.khu.ac.kr/kor/notice/detail.do?seq=103230&page=70&category=CREDIT
697,139,서울,2015학년도 건국대학교 하계계절학기 학점교류 안내,후마니타스칼리지(서울),2015-04-20,509,https://www.khu.ac.kr/kor/notice/detail.do?seq=103227&page=70&category=CREDIT
698,138,국제,2015학년도 1학기 대진대학교 학점교류 안내,교무처 학사지원과(국제),2015-02-25,302,https://www.khu.ac.kr/kor/notice/detail.do?seq=102864&page=70&category=CREDIT
699,137,국제,2015학년도 1학기 안양대학교 학점교류 안내,교무처 학사지원과(국제),2015-02-13,273,https://www.khu.ac.kr/kor/notice/detail.do?seq=102791&page=70&category=CREDIT
700,136,국제,2015학년도 1학기 한신대학교 학점교류 안내,교무처 학사지원과(국제),2015-02-11,250,https://www.khu.ac.kr/kor/notice/detail.do?seq=102772&page=71&category=CREDIT
701,135,국제,2015학년도 1학기 인천대학교(송도) 학점교류 안내,교무처 학사지원과(국제),2015-02-05,319,https://www.khu.ac.kr/kor/notice/detail.do?seq=102738&page=71&category=CREDIT
702,134,국제,2015학년도 1학기 가톨릭대학교 학점교류 안내,교무처 학사지원과(국제),2015-02-03,247,https://www.khu.ac.kr/kor/notice/detail.do?seq=102722&page=71&category=CREDIT
703,133,서울,2015학년도 1학기 경희대학교로의 학점교류생 학번 부...,교무처 학사지원과(서울),2015-01-28,2397,https://www.khu.ac.kr/kor/notice/detail.do?seq=102688&page=71&category=CREDIT
704,132,국제,2015학년도 1학기 경기대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-28,404,https://www.khu.ac.kr/kor/notice/detail.do?seq=102678&page=71&category=CREDIT
705,131,국제,2015학년도 1학기 단국대학교(죽전) 학점교류 안내,교무처 학사지원과(국제),2015-01-28,362,https://www.khu.ac.kr/kor/notice/detail.do?seq=102675&page=71&category=CREDIT
706,130,서울,2015학년도 1학기 숙명여자대학교 학점교류 안내,교무처 학사지원과(서울),2015-01-27,512,https://www.khu.ac.kr/kor/notice/detail.do?seq=102661&page=71&category=CREDIT
707,129,국제,2015학년도 1학기 평택대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-23,251,https://www.khu.ac.kr/kor/notice/detail.do?seq=102656&page=71&category=CREDIT
708,128,국제,2015학년도 1학기 가천대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-23,293,https://www.khu.ac.kr/kor/notice/detail.do?seq=102655&page=71&category=CREDIT
709,127,국제,2015학년도 1학기 숙명여자대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-23,332,https://www.khu.ac.kr/kor/notice/detail.do?seq=102654&page=71&category=CREDIT
710,126,국제,2015학년도 1학기 상명대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-23,259,https://www.khu.ac.kr/kor/notice/detail.do?seq=102653&page=72&category=CREDIT
711,125,서울,2015학년도 1학기 상명대학교 학점교류 안내,교무처 학사지원과(서울),2015-01-22,327,https://www.khu.ac.kr/kor/notice/detail.do?seq=102640&page=72&category=CREDIT
712,124,국제,2015학년도 1학기 고려대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-21,661,https://www.khu.ac.kr/kor/notice/detail.do?seq=102633&page=72&category=CREDIT
713,123,서울,2015학년도 1학기 서울대학교 학점교류 신청 결과 알...,교무처 학사지원과(서울),2015-01-21,701,https://www.khu.ac.kr/kor/notice/detail.do?seq=102626&page=72&category=CREDIT
714,122,서울,2015학년도 1학기 고려대학교 학점교류 안내,교무처 학사지원과(서울),2015-01-20,690,https://www.khu.ac.kr/kor/notice/detail.do?seq=102617&page=72&category=CREDIT
715,121,서울,2015학년도 1학기 서울시립대학교 학점교류 안내,교무처 학사지원과(서울),2015-01-20,438,https://www.khu.ac.kr/kor/notice/detail.do?seq=102615&page=72&category=CREDIT
716,120,국제,2015학년도 1학기 서울시립대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-19,349,https://www.khu.ac.kr/kor/notice/detail.do?seq=102605&page=72&category=CREDIT
717,119,국제,2015학년도 1학기 한국항공대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-19,309,https://www.khu.ac.kr/kor/notice/detail.do?seq=102603&page=72&category=CREDIT
718,118,국제,2015학년도 1학기 중앙대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-16,477,https://www.khu.ac.kr/kor/notice/detail.do?seq=102594&page=72&category=CREDIT
719,117,국제,2015학년도 1학기 한양대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-16,447,https://www.khu.ac.kr/kor/notice/detail.do?seq=102593&page=72&category=CREDIT
720,116,서울,2015학년도 1학기 한국교원대학교 학점교류 안내,교무처 학사지원과(서울),2015-01-15,320,https://www.khu.ac.kr/kor/notice/detail.do?seq=102579&page=73&category=CREDIT
721,115,서울,2015학년도 1학기 국민대학교 학점교류 안내,교무처 학사지원과(서울),2015-01-14,342,https://www.khu.ac.kr/kor/notice/detail.do?seq=102574&page=73&category=CREDIT
722,114,국제,2015학년도 1학기 국민대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-13,299,https://www.khu.ac.kr/kor/notice/detail.do?seq=102571&page=73&category=CREDIT
723,113,서울,2015학년도 1학기 건국대학교 학점교류 안내,교무처 학사지원과(서울),2015-01-13,446,https://www.khu.ac.kr/kor/notice/detail.do?seq=102567&page=73&category=CREDIT
724,112,국제,2015학년도 1학기 건국대학교 학점교류 안내,교무처 학사지원과(국제),2015-01-13,340,https://www.khu.ac.kr/kor/notice/detail.do?seq=102566&page=73&category=CREDIT
725,111,국제,2015학년도 1학기 제주대학교 학점교류 안내(일정수정...,교무처 학사지원과(국제),2015-01-08,378,https://www.khu.ac.kr/kor/notice/detail.do?seq=102549&page=73&category=CREDIT
726,110,국제,2015학년도 1학기 동국대학교 학점교류 안내(일정수정...,교무처 학사지원과(국제),2015-01-08,323,https://www.khu.ac.kr/kor/notice/detail.do?seq=102548&page=73&category=CREDIT
727,109,서울,2015학년도 1학기 동국대학교 학점교류 안내,교무처 학사지원과(서울),2015-01-07,460,https://www.khu.ac.kr/kor/notice/detail.do?seq=102542&page=73&category=CREDIT
728,108,서울,2015학년도 1학기 서울과학기술대학교 학점교류 안내,교무처 학사지원과(서울),2015-01-07,385,https://www.khu.ac.kr/kor/notice/detail.do?seq=102541&page=73&category=CREDIT
729,107,서울,2015학년도 1학기 제주대학교 학점교류 안내,교무처 학사지원과(서울),2015-01-07,596,https://www.khu.ac.kr/kor/notice/detail.do?seq=102540&page=73&category=CREDIT
730,106,국제,2015학년도 1학기 서울대학교 학점교류 안내,교무처 학사지원과(국제),2014-12-30,501,https://www.khu.ac.kr/kor/notice/detail.do?seq=102495&page=74&category=CREDIT
731,105,서울,2015학년도 1학기 서울대학교 학점교류 안내,교무처 학사지원과(서울),2014-12-30,783,https://www.khu.ac.kr/kor/notice/detail.do?seq=102493&page=74&category=CREDIT
732,104,국제,2014학년도 동계계절학기 을지대학교 학점교류 안내,교무처 학사지원과(국제),2014-12-05,391,https://www.khu.ac.kr/kor/notice/detail.do?seq=102330&page=74&category=CREDIT
733,103,국제,2014학년도 동계계절학기 협성대학교 학점교류 안내,교무처 학사지원과(국제),2014-12-03,353,https://www.khu.ac.kr/kor/notice/detail.do?seq=102300&page=74&category=CREDIT
734,102,국제,(폐강교과목록추가)2014학년도 동계계절학기 단국대학교...,교무처 학사지원과(국제),2014-12-03,394,https://www.khu.ac.kr/kor/notice/detail.do?seq=102299&page=74&category=CREDIT
735,101,국제,2014학년도 동계계절학기 타대학 소속 학점교류생 학번...,후마니타스칼리지(국제),2014-12-03,1772,https://www.khu.ac.kr/kor/notice/detail.do?seq=102295&page=74&category=CREDIT
736,100,서울,2014학년도 동계계절학기 타대학소속 학점교류생 학번 ...,후마니타스칼리지(서울),2014-12-03,1486,https://www.khu.ac.kr/kor/notice/detail.do?seq=102293&page=74&category=CREDIT
737,99,국제,2014학년도 동계계절학기 인천대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-26,376,https://www.khu.ac.kr/kor/notice/detail.do?seq=102271&page=74&category=CREDIT
738,98,국제,2014학년도 동계계절학기 수원대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-20,422,https://www.khu.ac.kr/kor/notice/detail.do?seq=102215&page=74&category=CREDIT
739,97,국제,2014학년도 동계계절학기 한국항공대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-19,415,https://www.khu.ac.kr/kor/notice/detail.do?seq=102211&page=74&category=CREDIT
740,96,국제,2014학년도 동계계절학기 가톨릭대학교(성심교정) 학점...,교무처 학사지원과(국제),2014-11-17,436,https://www.khu.ac.kr/kor/notice/detail.do?seq=102198&page=75&category=CREDIT
741,95,국제,2014학년도 동계계절학기 한신대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-17,350,https://www.khu.ac.kr/kor/notice/detail.do?seq=102187&page=75&category=CREDIT
742,94,국제,2014학년도 동계계절학기 경기대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-12,482,https://www.khu.ac.kr/kor/notice/detail.do?seq=102165&page=75&category=CREDIT
743,93,국제,2014학년도 동계계절학기 강남대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-12,553,https://www.khu.ac.kr/kor/notice/detail.do?seq=102157&page=75&category=CREDIT
744,92,국제,2014학년도 동계계절학기 제주대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-07,783,https://www.khu.ac.kr/kor/notice/detail.do?seq=102131&page=75&category=CREDIT
745,91,국제,2014학년도 동계계절학기 서울시립대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-07,610,https://www.khu.ac.kr/kor/notice/detail.do?seq=102130&page=75&category=CREDIT
746,90,서울,2014학년도 서울시립대학교 동계계절학기 학점교류 안내,후마니타스칼리지(서울),2014-11-07,693,https://www.khu.ac.kr/kor/notice/detail.do?seq=102126&page=75&category=CREDIT
747,89,서울,2014학년도 제주대학교 동계계절학기 학점교류 안내,후마니타스칼리지(서울),2014-11-06,1028,https://www.khu.ac.kr/kor/notice/detail.do?seq=102121&page=75&category=CREDIT
748,88,국제,2014학년도 동계계절학기 고려대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-06,644,https://www.khu.ac.kr/kor/notice/detail.do?seq=102116&page=75&category=CREDIT
749,87,국제,2014학년도 동계계절학기 국민대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-06,411,https://www.khu.ac.kr/kor/notice/detail.do?seq=102115&page=75&category=CREDIT
750,86,국제,2014학년도 동계계절학기 대진대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-06,428,https://www.khu.ac.kr/kor/notice/detail.do?seq=102114&page=76&category=CREDIT
751,85,국제,2014학년도 동계계절학기 가천대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-06,433,https://www.khu.ac.kr/kor/notice/detail.do?seq=102113&page=76&category=CREDIT
752,84,서울,2014학년도 국민대학교 동계계절학기 학점교류 안내,후마니타스칼리지(서울),2014-11-05,540,https://www.khu.ac.kr/kor/notice/detail.do?seq=102106&page=76&category=CREDIT
753,83,서울,2014학년도 한국교원대학교 동계계절학기 학점교류 안내,후마니타스칼리지(서울),2014-11-05,453,https://www.khu.ac.kr/kor/notice/detail.do?seq=102100&page=76&category=CREDIT
754,82,서울,2014학년도 고려대학교 동계계절학기 학점교류 안내,후마니타스칼리지(서울),2014-11-04,753,https://www.khu.ac.kr/kor/notice/detail.do?seq=102099&page=76&category=CREDIT
755,81,국제,2014학년도 동계계절학기 숙명여자대학교 학점교류 안내,교무처 학사지원과(국제),2014-11-04,445,https://www.khu.ac.kr/kor/notice/detail.do?seq=102093&page=76&category=CREDIT
756,80,서울,2014학년도 숙명여자대학교 동계계절학기 학점교류 안내...,후마니타스칼리지(서울),2014-10-31,610,https://www.khu.ac.kr/kor/notice/detail.do?seq=102070&page=76&category=CREDIT
757,79,국제,2014학년도 동계계절학기 평택대학교 학점교류 안내,교무처 학사지원과(국제),2014-10-30,455,https://www.khu.ac.kr/kor/notice/detail.do?seq=102062&page=76&category=CREDIT
758,78,국제,2014학년도 동계계절학기 한양대학교 학점교류 안내,교무처 학사지원과(국제),2014-10-30,549,https://www.khu.ac.kr/kor/notice/detail.do?seq=102061&page=76&category=CREDIT
759,77,서울,2014학년도 동국대학교 동계계절학기 학점교류 안내,후마니타스칼리지(서울),2014-10-28,582,https://www.khu.ac.kr/kor/notice/detail.do?seq=102035&page=76&category=CREDIT
760,76,국제,2014학년도 동계계절학기 동국대학교 학점교류 안내,교무처 학사지원과(국제),2014-10-28,472,https://www.khu.ac.kr/kor/notice/detail.do?seq=102034&page=77&category=CREDIT
761,75,서울,2014학년도 상명대학교 동계계절학기 학점교류 안내,후마니타스칼리지(서울),2014-10-23,560,https://www.khu.ac.kr/kor/notice/detail.do?seq=102000&page=77&category=CREDIT
762,74,국제,2014학년도 동계계절학기 상명대학교 학점교류 안내,교무처 학사지원과(국제),2014-10-23,451,https://www.khu.ac.kr/kor/notice/detail.do?seq=101996&page=77&category=CREDIT
763,73,서울,2014학년도 서울대학교 동계계절학기 학점교류 안내,후마니타스칼리지(서울),2014-10-20,746,https://www.khu.ac.kr/kor/notice/detail.do?seq=101971&page=77&category=CREDIT
764,72,국제,2014학년도 동계계절학기 건국대학교 학점교류 안내,교무처 학사지원과(국제),2014-10-20,514,https://www.khu.ac.kr/kor/notice/detail.do?seq=101968&page=77&category=CREDIT
765,71,국제,2014학년도 동계계절학기 서울대학교 학점교류 안내,교무처 학사지원과(국제),2014-10-20,509,https://www.khu.ac.kr/kor/notice/detail.do?seq=101967&page=77&category=CREDIT
766,70,서울,2014학년도 건국대학교 동계계절학기 학점교류 안내,후마니타스칼리지(서울),2014-10-15,820,https://www.khu.ac.kr/kor/notice/detail.do?seq=101944&page=77&category=CREDIT
767,69,국제,2014학년도 2학기 한신대학교 학점교류 안내,교무처 학사지원과(국제),2014-08-18,507,https://www.khu.ac.kr/kor/notice/detail.do?seq=101537&page=77&category=CREDIT
768,68,국제,2014학년도 2학기 한국항공대학교 학점교류 안내,교무처 학사지원과(국제),2014-08-14,455,https://www.khu.ac.kr/kor/notice/detail.do?seq=101527&page=77&category=CREDIT
769,67,국제,2014학년도 2학기 대진대학교 학점교류 안내,교무처 학사지원과(국제),2014-08-13,422,https://www.khu.ac.kr/kor/notice/detail.do?seq=101521&page=77&category=CREDIT
770,66,국제,2014학년도 2학기 타대학 소속 학점교류생 학번 부여...,교무처 학사지원과(국제),2014-08-13,1672,https://www.khu.ac.kr/kor/notice/detail.do?seq=101520&page=78&category=CREDIT
771,65,국제,2014학년도 2학기 가톨릭대학교 학점교류 안내,교무처 학사지원과(국제),2014-08-06,511,https://www.khu.ac.kr/kor/notice/detail.do?seq=101480&page=78&category=CREDIT
772,64,국제,2014학년도 2학기 인천대학교(송도캠퍼스) 학점교류 ...,교무처 학사지원과(국제),2014-08-06,488,https://www.khu.ac.kr/kor/notice/detail.do?seq=101476&page=78&category=CREDIT
773,63,국제,2014학년도 2학기 경기대학교(수원캠퍼스) 학점교류 ...,교무처 학사지원과(국제),2014-08-05,458,https://www.khu.ac.kr/kor/notice/detail.do?seq=101457&page=78&category=CREDIT
774,62,국제,2014학년도 2학기 단국대학교(죽전캠퍼스) 학점교류 ...,교무처 학사지원과(국제),2014-08-04,537,https://www.khu.ac.kr/kor/notice/detail.do?seq=101452&page=78&category=CREDIT
775,61,국제,2014학년도 2학기 평택대학교 학점교류 안내,교무처 학사지원과(국제),2014-08-01,403,https://www.khu.ac.kr/kor/notice/detail.do?seq=101446&page=78&category=CREDIT
776,60,국제,2014학년도 2학기 협성대학교 학점교류 안내,교무처 학사지원과(국제),2014-08-01,384,https://www.khu.ac.kr/kor/notice/detail.do?seq=101445&page=78&category=CREDIT
777,59,국제,2014학년도 2학기 가천대학교 학점교류 안내,교무처 학사지원과(국제),2014-07-29,521,https://www.khu.ac.kr/kor/notice/detail.do?seq=101423&page=78&category=CREDIT
778,58,서울,2014학년도 2학기 상명대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-24,492,https://www.khu.ac.kr/kor/notice/detail.do?seq=101411&page=78&category=CREDIT
779,57,서울,2014학년도 2학기 서울시립대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-24,664,https://www.khu.ac.kr/kor/notice/detail.do?seq=101410&page=78&category=CREDIT
780,56,서울,2014학년도 2학기 고려대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-24,931,https://www.khu.ac.kr/kor/notice/detail.do?seq=101409&page=79&category=CREDIT
781,55,국제,2014학년도 2학기 서울시립대학교 학점교류 안내,교무처 학사지원과(국제),2014-07-24,547,https://www.khu.ac.kr/kor/notice/detail.do?seq=101408&page=79&category=CREDIT
782,54,국제,2014학년도 2학기 상명대학교 학점교류 안내,교무처 학사지원과(국제),2014-07-22,475,https://www.khu.ac.kr/kor/notice/detail.do?seq=101393&page=79&category=CREDIT
783,53,국제,2014학년도 2학기 고려대학교 학점교류 안내,교무처 학사지원과(국제),2014-07-21,648,https://www.khu.ac.kr/kor/notice/detail.do?seq=101384&page=79&category=CREDIT
784,52,국제,2014학년도 2학기 건국대학교 학점교류 안내,교무처 학사지원과(국제),2014-07-18,619,https://www.khu.ac.kr/kor/notice/detail.do?seq=101374&page=79&category=CREDIT
785,51,국제,2014학년도 2학기 숙명여자대학교 학점교류 안내,교무처 학사지원과(국제),2014-07-18,500,https://www.khu.ac.kr/kor/notice/detail.do?seq=101373&page=79&category=CREDIT
786,50,서울,2014학년도 2학기 건국대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-18,505,https://www.khu.ac.kr/kor/notice/detail.do?seq=101366&page=79&category=CREDIT
787,49,서울,2014학년도 2학기 숙명여자대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-18,466,https://www.khu.ac.kr/kor/notice/detail.do?seq=101364&page=79&category=CREDIT
788,48,서울,2014학년도 2학기 국민대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-16,402,https://www.khu.ac.kr/kor/notice/detail.do?seq=101344&page=79&category=CREDIT
789,47,국제,2014학년도 2학기 국민대학교 학점교류 안내,교무처 학사지원과(국제),2014-07-15,540,https://www.khu.ac.kr/kor/notice/detail.do?seq=101343&page=79&category=CREDIT
790,46,국제,2014학년도 2학기 중앙대학교(안성) 학점교류 안내,교무처 학사지원과(국제),2014-07-15,473,https://www.khu.ac.kr/kor/notice/detail.do?seq=101342&page=80&category=CREDIT
791,45,국제,2014학년도 2학기 동국대학교 학점교류 안내,교무처 학사지원과(국제),2014-07-15,486,https://www.khu.ac.kr/kor/notice/detail.do?seq=101341&page=80&category=CREDIT
792,44,서울,2014학년도 2학기 동국대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-15,460,https://www.khu.ac.kr/kor/notice/detail.do?seq=101336&page=80&category=CREDIT
793,43,국제,2014학년도 2학기 한양대학교(ERICA CAMPUS...,교무처 학사지원과(국제),2014-07-11,472,https://www.khu.ac.kr/kor/notice/detail.do?seq=101314&page=80&category=CREDIT
794,42,국제,2014학년도 2학기 제주대학교 학점교류 안내,교무처 학사지원과(국제),2014-07-10,620,https://www.khu.ac.kr/kor/notice/detail.do?seq=101310&page=80&category=CREDIT
795,41,서울,2014학년도 2학기 제주대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-10,605,https://www.khu.ac.kr/kor/notice/detail.do?seq=101308&page=80&category=CREDIT
796,40,서울,2014학년도 2학기 서울대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-09,687,https://www.khu.ac.kr/kor/notice/detail.do?seq=101306&page=80&category=CREDIT
797,39,서울,2014학년도 2학기 서울과학기술대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-09,442,https://www.khu.ac.kr/kor/notice/detail.do?seq=101305&page=80&category=CREDIT
798,38,서울,2014학년도 2학기 한국교원대학교 학점교류 안내,교무처 학사지원과(서울),2014-07-09,417,https://www.khu.ac.kr/kor/notice/detail.do?seq=101304&page=80&category=CREDIT
799,37,국제,2014학년도 2학기 서울대학교 학점교류 안내,교무처 학사지원과(국제),2014-07-08,673,https://www.khu.ac.kr/kor/notice/detail.do?seq=101297&page=80&category=CREDIT
