,번호,제목,글쓴이,날짜,조회수,링크
95,88,[기간연장][추가모집]2017 하계 경영대학 UN Workshop Tour 프로그램 참가자 추가 모집 안내,행정실,2017-04-24,1754,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9436&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=7
96,87,"경영대학 자체파견 교환학생 참가 후기 공유(2016학년도 2학기 파견, 뉴질랜드 Saxion, 독일Osnab…",행정실,2017-04-24,675,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9435&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=7
97,86,"[추가모집][변경사항有]2017학년도 하계 경영대학 전공연수 추가 모집(프랑스 EBS Paris, 일본 Ri…",행정실,2017-04-20,1605,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9434&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=7
98,85,"[국제교류] 경영대학 해외 전공연수 참가자 후기 공유(프랑스EBS, 뉴질랜드Massey)",행정실,2017-04-12,865,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9433&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=7
99,84,"[기간연장][변경사항有]2017학년도 하계 경영대학 전공연수(EBS,Massey,Ritsumeikan) 참가…",행정실,2017-04-06,1941,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9432&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=7
100,83,[기간연장][변경사항有]2017 하계 경영대학 UN Workshop Tour 프로그램 참가자 모집 안내,행정실,2017-04-03,1238,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9431&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=7
101,82,[기간연장]2017학년도 2학기 경영대학 자체파견 교환학생 선발 공고,행정실,2017-03-21,1856,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9430&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=7
102,81,[기간연장]2017학년도 2학기 경영대학 자체파견 교환학생(일본 Rikkyo) 선발 공고,행정실,2017-03-14,1481,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9429&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=7
103,80,2017-1학기 경영대학 자체초청 교환학생 버디 프로그램 참가자 모집,행정실,2017-03-13,1587,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9428&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=7
104,79,2017학년도 2학기 경영대학 자체파견 교환학생 선발 공고(호주 UOW 외 2개교),행정실,2017-03-06,1988,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9427&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=7
105,78,2017-1 경영대학 자체파견 교환학생(UOW 외 2개교) 선발계획 안내 및 호주 UOW 교환학생 후기 공유,행정실,2017-03-03,1093,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9426&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
106,77,[기간연장]2017학년도 경영대학 UBC 하계 전공연수 모집 안내(~3.6),행정실,2017-02-22,2308,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9425&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
107,76,"경영대학 자체파견 교환학생 참가 후기 공유(2016-1파견, 미국 STAC)",행정실,2016-10-14,1244,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9424&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
108,75,2017학년도 1학기 경영대학 자체파견 교환학생 선발 공고,행정실,2016-09-27,3002,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9423&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
109,74,2016 하계 경영대학 기업방문단(EAFIT MBA 초청연수) 모집(기한연장),행정실,2016-06-01,3027,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9422&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
110,73,2016 하계 경영대학 미국 San Jose 대학 전공연수 참가자 추가 모집(마감),행정실,2016-05-04,2899,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9421&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
111,72,"[기간연장/재공지]2016학년도 경영대학 하계 전공연수(EBS,San Jose, Massey, Ritsume…",행정실,2016-03-29,4694,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9420&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
112,71,"2016-2 경영대학 자체파견 교환학생 선발 추가공고(ISC,UOW,Griffith,STAC)",행정실,2016-03-25,3886,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9419&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
113,70,[접수기간연장]2016학년도 2학기 경영대학 자체파견 교환학생 2차 선발 공고,행정실,2016-03-14,3936,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9418&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
114,69,2016 경영대학 UBC 하계 전공연수 참가자 모집 예정공지,행정실,2016-02-25,4630,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=9417&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
115,68,"2016-2 경영대학 자체파견 교환학생 선발공고(미국 FSU, STAC, 일본 Rikkyo)",행정실,2016-02-03,2001,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7630&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
116,67,2015학년도 경영대학 동계 일본 리츠메이칸대학 전공연수 추가 모집 안내(가공지),행정실,2015-12-10,1920,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7518&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
117,66,2015 경영대학 동계 해외전공연수 참가자 추가 모집 안내,행정실,2015-11-25,2171,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7471&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
118,65,2015 글로벌 CSR 현장학습 전공연수 프로그램 모집 안내,행정실,2015-11-24,4332,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7461&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
119,64,경영대학 글로벌학습커뮤니티 참가 Tutor 및 Tutee 모집,행정실,2015-11-11,1702,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7431&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=8
120,63,경영대학 프랑스 ISC Paris 자체파견 교환학생 참가 후기,행정실,2015-11-06,2312,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7418&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
121,62,경영대학 자체파견 독일 HS Osnabrueck 대학 교환학생 참가 후기,행정실,2015-11-06,2520,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7417&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
122,61,경영대학 자체파견 네덜란드 Saxion대학 교환학생 참가 후기,행정실,2015-11-05,2379,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7412&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
123,60,2015 경영대학 동계 해외전공연수 참가자 모집 기간 연장(최종),행정실,2015-10-30,6563,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7391&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
124,59,경영대학 자체파견 미국 FSU 교환학생 참가 후기,행정실,2015-10-28,2433,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7389&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
125,58,2016학년도 1학기 경영대학 자체 파견 교환학생 선발(가공지),행정실,2015-10-07,2874,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7346&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
126,57,미국 웨인주립대학교(WSU) 복수학위 프로그램(3+2) 참가자 선발 안내,행정실,2015-08-25,2684,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7244&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
127,56,2015 하계 경영대학 초청해외연수단 프로그램 안내 및 참가 학생 모집(기한연장),행정실,2015-07-16,6622,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7165&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
128,55,2015 UN 글로벌 리더십 현장학습 전공연수 프로그램 모집 안내,행정실,2015-05-29,5657,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7043&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
129,54,"2015년도 경영대 하계 전공연수(일본 Ritsumeikan, Kansai, 말레이시아 Berjaya) 최종…",행정실,2015-05-29,6600,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=7042&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
130,53,2015학년도 경영대학 하계 전공연수 및 인턴십 프로그램 추가 모집 공고(기간 연장),행정실,2015-05-15,2945,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6988&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
131,52,2015학년도 경영대학 하계 전공연수 프로그램 선발자 결과 공지,행정실,2015-05-15,2459,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6987&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
132,51,2015학년도 경영대학 하계 전공연수 및 인턴십 모집,행정실,2015-05-07,9162,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6956&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
133,50,2015학년도 2학기 경영대학 자체파견 교환학생 선발 공고 (파견교: ISC외 2개 대학),행정실,2015-02-25,7601,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6771&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
134,49,(예정) 2015-2학기 경영대학 자체파견 교환학생 선발계획 알림,행정실,2015-02-13,5700,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6750&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=9
135,48,2015학년도 2학기 경영대학 자체 파견 교환학생 추가 모집 공고,행정실,2015-02-11,6297,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6742&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
136,47,"2015학년도 2학기 경영대학 자체 파견 교환학생 선발 공고(FSU, STAC, Rikkyo Universi…",행정실,2015-01-30,8066,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6723&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
137,46,2015학년도 자율 해외 연수 프로그램 실시계획 안내,행정실,2015-01-29,6609,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6721&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
138,45,동계 국제화연수(일본어) 참가자 추가 모집(~11/24),행정실,2014-11-18,1898,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6531&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
139,44,[추가모집] 국제화연수(영어) 호주/말레이시아/영국 프로그램,행정실,2014-11-18,3068,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6530&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
140,43,외국국적 재학생 대상 국제화 연수 프로그램 안내,행정실,2014-11-17,6329,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6529&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
141,42,[접수기간연장] 2014년 동계 영국 University of Sheffield 전공연수 참가자 모집(201…,행정실,2014-11-03,2858,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6495&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
142,41,미국 뉴저지주립대학교 교환학생 후기공유 - 2015-1 복수학위(2+2) 프로그램 지원자 참고,행정실,2014-09-19,2347,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6409&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
143,40,호주 Griffith University 초청 경영대학 기업방문단 모집                    댓글1개,행정실,2014-09-19,8804,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6407&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
144,39,2015-1 미국  STAC 경영대학 자체파견 교환학생 추가모집                    댓글1개,행정실,2014-09-05,11700,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6376&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
145,38,2015-1 경영대학 자체파견 교환학생 선발(ISC외 3개대학)                    댓글1개,행정실,2014-09-05,12498,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6374&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
146,37,"2015-1 경영대학 자체파견 교환학생 선발공고(미국 FSU, STAC)                    댓글1개",행정실,2014-08-05,12178,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6283&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
147,36,2014 하계 경영대학 기업방문단 모집 및 미국 FSU 연수단 초청 계획 안내,행정실,2014-07-15,5233,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6245&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
148,35,2015-1학기 경영대학 자체파견 교환학생 선발계획 알림(예정),행정실,2014-07-02,2005,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6225&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
149,34,2014 외국대학 하계학기 개별연수 지원프로그램 참가자 모집~6/30(월)까지                    댓글1개,행정실,2014-05-22,12010,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6132&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=10
150,33,2014 UN 글로벌 리더십 현장학습 전공연수 프로그램 모집 안내,행정실,2014-05-21,2937,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6129&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
151,32,2014하계 EBS Paris 전공연수 참가자 모집(~5/19),행정실,2014-05-13,15097,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6108&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
152,31,미국 뉴저지주립대학교와의 복수학위 프로그램(2+2) 참가자 선발안내(추가모집),행정실,2014-05-08,13871,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6103&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
153,30,2014-2 경영대학 자체파견 교환학생 추가모집 공고,행정실,2014-04-25,2692,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6085&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
154,29,미국 뉴저지주립대학교와의 복수학위 프로그램(2+2) 참가자 선발안내,행정실,2014-04-25,2784,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6084&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
155,28,2014 외국대학 하계학기 개별연수 지원프로그램 실시계획 안내,행정실,2014-04-14,1971,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6058&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
156,27,2014-2 경영대학 자체파견 교환학생 선발 안내                    댓글1개,행정실,2014-04-03,2931,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=6042&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
157,26,미국 FSU 경영대학 자차파견 교환학생 참가 후기(업데이트 예정),행정실,2014-01-08,3091,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=5848&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
158,25,경영대학 주요 해외 자매대학 안내,행정실,2014-01-06,3247,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=5842&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
159,24,2014 외국대학 하계학기 개별연수 지원프로그램 실시계획 안내(북미지역),행정실,2014-01-06,4449,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=5841&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
160,23,2014-2 미국 FSU 경영대 자체파견 교환학생 선발공고                    댓글1개,행정실,2013-12-30,2279,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=5828&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
161,22,[국제교류처]2013동계 중국어 및 문화체험 연수단 모집 공고,행정실,2013-11-10,1363,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4793&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
162,21,[전공연수 2차 면접시간표]2013 동계 영국 셰필드 단기연수 프로그램 2차 면접전형 시간표공지,행정실,2013-11-08,1291,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4790&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
163,20,[전공연수]2013 동계 영국 셰필드 단기연수 프로그램 1차 서류전형 결과공지,행정실,2013-11-05,1534,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4788&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
164,19,[전공연수]2013학년도 동계 영국 셰필드대학교 단기연수 프로그램 참가자 모집                    댓글2개,행정실,2013-10-14,2327,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4757&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=11
165,18,유럽권 2014-1 경영대학 자체 파견 교환학생 선발                    댓글2개,행정실,2013-08-06,3000,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4672&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
166,17,미국 FSU 2014-1 경영대학 자체 파견 교환학생 선발[~8/23(금)]                    댓글2개,행정실,2013-08-05,2650,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4670&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
167,16,외국대학 교환학생 교류에 관한 규정(2013. 7. 1),행정실,2013-07-22,1474,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4651&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
168,15,외국대학 교환학생 교류에 관한 규정 개정 안내,행정실,2013-07-22,1264,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4650&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
169,14,[전공연수] 2013년 하계 영국 University of Sheffield 전공연수 참가자 모집(2013.…,행정실,2013-04-26,2016,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4538&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
170,13,2013-2 경영대학 자체파견 교환학생 추가모집,행정실,2013-04-18,2301,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4534&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
171,12,2013-2 경영대학 자체파견 교환학생 선발 공고,행정실,2013-04-09,1831,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4523&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
172,11,FSU 2013학년도 2학기 경영대학 자체 파견 교환학생 선발 공고,행정실,2013-03-30,1959,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4516&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
173,10,경영대학 자체 파견 교환학생 지원시 어학성적에 관한 공지,행정실,2012-12-06,1568,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4328&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
174,9,2013학년도 1학기 경영대학 자체파견 교환학생 선발 공고 (추가공고),행정실,2012-10-26,2002,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4280&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
175,8,2013학년도 1학기 경영대학 자체파견 교환학생 선발 공고(ISC 외),행정실,2012-10-17,1918,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4270&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
176,7,[전공연수] 2012년 동계 영국 University of Sheffield 전공연수 참가자 모집(2012.…,행정실,2012-10-09,2024,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4262&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
177,6,"2013학년도 1, 2학기 경영대학 자체 파견 교환학생 공고 (FSU)",행정실,2012-07-24,3799,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4177&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
178,5,미국 Northeastern Illinois University 연수프로그램 참가자 모집 안내,행정실,2012-05-11,2961,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4096&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
179,4,2012학년도 2학기 경영대학 자체파견 교환학생 선발 공고,행정실,2012-04-02,2378,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=4063&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=12
180,3,2012학년도 1학기 경영대학 자체 파견 교환학생 추가 선발 공고(EBS),행정실,2011-10-21,6511,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=3935&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=13
181,2,"Welcome to Hochschule Osnabruck, Germany_ 오스나브룩 대학 소개 및 학사일정…",행정실,2011-10-19,2131,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=3934&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=13
182,1,2012학년도 1학기 경영대학 자체파견 교환학생 선발 공고,행정실,2011-10-04,6973,http://kbiz.khu.ac.kr/board5/bbs/board.php?bo_table=05_04_01&wr_id=3916&sca=%EA%B5%AD%EC%A0%9C%EA%B5%90%EB%A5%98&page=13
